experiment,scheme,traffic_pattern,run_id,random_seed,num_tors,servers_per_tor,status,total_flows,completed_flows,avg_receiver_throughput_bps,avg_fct_s,avg_network_link_utilization
v2-smoke-static-ocs,static-ocs,community-local,1,1,8,16,scheme_static-ocs_smoke_ok,56,56,280000000,0.000690214714286,0.000376519794872
