experiment,scheme,traffic_pattern,run_id,flow_id,source_tor,source_server,destination_tor,destination_server,path_type,size_bytes,received_bytes,start_time_s,completion_time_s,fct_s,completed
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,0,0,0,1,0,eps,630000,630000,0.0041,0.008377617,0.004277617,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,1,1,0,2,0,eps,630000,630000,0.00412,0.008147617,0.004027617,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,2,4,0,5,0,eps,630000,630000,0.00414,0.008429369,0.004289369,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,3,5,0,6,0,eps,630000,630000,0.00416,0.008484041,0.004324041,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,4,2,0,3,0,eps,630000,630000,0.00418,0.008322417,0.004142417,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,5,6,0,7,0,eps,630000,630000,0.0042,0.00847394,0.00427394,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,6,3,0,4,0,eps,792000,792000,0.00422,0.009207769,0.004987769,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,7,0,0,4,0,eps,348000,348000,0.00424,0.007336603,0.003096603,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,8,1,0,5,0,eps,312000,312000,0.00426,0.007218528,0.002958528,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,9,2,0,6,0,eps,300000,300000,0.00428,0.007086282,0.002806282,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,10,0,0,1,0,eps,630000,630000,0.0043,0.008553848,0.004253848,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,11,1,0,2,0,eps,630000,630000,0.00432,0.008340663,0.004020663,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,12,4,0,5,0,eps,630000,630000,0.00434,0.008663351,0.004323351,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,13,5,0,6,0,eps,630000,630000,0.00436,0.008681603,0.004321603,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,14,2,0,3,0,eps,630000,630000,0.00438,0.008504168,0.004124168,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,15,6,0,7,0,eps,630000,630000,0.0044,0.008687625,0.004287625,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0239,fixed-ocs,cross-community-distractor-replay,1401,16,3,0,4,0,eps,792000,792000,0.00442,0.009437668,0.005017668,true
