experiment,scheme,traffic_pattern,run_id,flow_id,source_tor,source_server,destination_tor,destination_server,path_type,size_bytes,received_bytes,start_time_s,completion_time_s,fct_s,completed
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,0,0,0,1,0,eps,630000,630000,0.0041,0.00895397,0.00485397,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,1,1,0,2,0,eps,630000,630000,0.00412,0.009718152,0.005598152,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,2,4,0,5,0,eps,630000,630000,0.00414,0.008984281,0.004844281,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,3,5,0,6,0,eps,630000,630000,0.00416,0.009817948,0.005657948,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,4,2,0,3,0,eps,630000,630000,0.00418,0.008346367,0.004166367,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,5,6,0,7,0,eps,630000,630000,0.0042,0.009166318,0.004966318,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,6,3,0,4,0,eps,792000,792000,0.00422,0.013178606,0.008958606,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,7,0,0,4,0,eps,348000,348000,0.00424,0.007849247,0.003609247,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,8,1,0,5,0,eps,312000,312000,0.00426,0.007550319,0.003290319,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,9,2,0,6,0,eps,300000,300000,0.00428,0.007379793,0.003099793,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,10,0,0,1,0,eps,630000,630000,0.0043,0.009194171,0.004894171,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,11,1,0,2,0,eps,630000,630000,0.00432,0.010155586,0.005835586,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,12,4,0,5,0,eps,630000,630000,0.00434,0.009273431,0.004933431,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,13,5,0,6,0,eps,630000,630000,0.00436,0.010297952,0.005937952,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,14,2,0,3,0,eps,630000,630000,0.00438,0.008558137,0.004178137,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,15,6,0,7,0,eps,630000,630000,0.0044,0.009275839,0.004875839,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,16,3,0,4,0,eps,792000,792000,0.00442,0.013792082,0.009372082,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,17,0,0,4,0,eps,348000,348000,0.00444,0.00817635,0.00373635,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,18,1,0,5,0,eps,312000,312000,0.00446,0.007870255,0.003410255,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,19,2,0,6,0,eps,300000,300000,0.00448,0.007683959,0.003203959,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,20,0,0,1,0,eps,630000,630000,0.0045,0.009479365,0.004979365,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,21,1,0,2,0,eps,630000,630000,0.00452,0.010560084,0.006040084,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,22,4,0,5,0,eps,630000,630000,0.00454,0.009577966,0.005037966,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,23,5,0,6,0,eps,630000,630000,0.00456,0.010723857,0.006163857,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,24,2,0,3,0,eps,630000,630000,0.00458,0.008768428,0.004188428,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,25,6,0,7,0,eps,630000,630000,0.0046,0.009544109,0.004944109,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,26,3,0,4,0,eps,792000,792000,0.00462,0.014344237,0.009724237,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,27,0,0,4,0,eps,348000,348000,0.00464,0.008473333,0.003833333,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,28,1,0,5,0,eps,312000,312000,0.00466,0.008161179,0.003501179,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,29,2,0,6,0,eps,300000,300000,0.00468,0.0080016,0.0033216,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,30,0,0,1,0,ocs,3480000,3480000,0.0051,0.012711281,0.007611281,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,31,1,0,2,0,eps,3480000,1533496,0.00512,,,false
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,32,4,0,5,0,ocs,2520000,2520000,0.00514,0.011898754,0.006758754,true
phase15h-r4-cross-community-distractor-replay-tl-ocs-seed1401-load0p7,tl-ocs,cross-community-distractor-replay,1401,33,5,0,6,0,eps,1386000,1386000,0.00516,0.041446595,0.036286595,true
