experiment,scheme,traffic_pattern,run_id,flow_id,source_tor,source_server,destination_tor,destination_server,path_type,size_bytes,received_bytes,start_time_s,completion_time_s,fct_s,completed
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,0,0,0,1,0,eps,630000,630000,0.0041,0.008408366,0.004308366,true
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,1,1,0,2,0,eps,630000,630000,0.00412,0.008164918,0.004044918,true
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,2,4,0,5,0,eps,630000,630000,0.00414,0.008458788,0.004318788,true
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,3,5,0,6,0,eps,630000,630000,0.00416,0.008466995,0.004306995,true
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,4,2,0,3,0,eps,630000,630000,0.00418,0.008386321,0.004206321,true
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,5,6,0,7,0,eps,630000,630000,0.0042,0.008418062,0.004218062,true
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,6,3,0,4,0,eps,792000,792000,0.00422,0.009143694,0.004923694,true
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,7,0,0,4,0,eps,348000,348000,0.00424,0.007344354,0.003104354,true
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,8,1,0,5,0,eps,312000,312000,0.00426,0.007211188,0.002951188,true
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,9,2,0,6,0,eps,300000,300000,0.00428,0.007091942,0.002811942,true
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,10,0,0,1,0,eps,630000,630000,0.0043,0.008597129,0.004297129,true
phase15h-r5-cross-community-distractor-replay-eps-ecmp-seed1401-load0p5-D1,eps-ecmp,cross-community-distractor-replay,1401,11,1,0,2,0,eps,630000,630000,0.00432,0.00837986,0.00405986,true
