experiment,scheme,traffic_pattern,run_id,flow_id,source_tor,source_server,destination_tor,destination_server,path_type,size_bytes,received_bytes,start_time_s,completion_time_s,fct_s,completed
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,0,0,0,1,0,eps,630000,630000,0.0041,0.008370936,0.004270936,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,1,1,0,2,0,eps,630000,630000,0.00412,0.008146015,0.004026015,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,2,4,0,5,0,eps,630000,630000,0.00414,0.008453128,0.004313128,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,3,5,0,6,0,eps,630000,630000,0.00416,0.008501063,0.004341063,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,4,2,0,3,0,eps,630000,630000,0.00418,0.008320585,0.004140585,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,5,6,0,7,0,eps,630000,630000,0.0042,0.008433617,0.004233617,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,6,3,0,4,0,eps,792000,792000,0.00422,0.009159747,0.004939747,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,7,0,0,4,0,eps,348000,348000,0.00424,0.007331036,0.003091036,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,8,1,0,5,0,eps,312000,312000,0.00426,0.007227436,0.002967436,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,9,2,0,6,0,eps,300000,300000,0.00428,0.007095571,0.002815571,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,10,0,0,1,0,eps,630000,630000,0.0043,0.008565831,0.004265831,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,11,1,0,2,0,eps,630000,630000,0.00432,0.00833872,0.00401872,true
phase15h-r6-cross-community-distractor-replay-fixed-ocs-seed1401-load0p5-D3-cand0244,fixed-ocs,cross-community-distractor-replay,1401,12,4,0,5,0,eps,630000,630000,0.00434,0.008700149,0.004360149,true
