experiment,scheme,traffic_pattern,run_id,flow_id,received_bytes,start_time_s,completion_time_s,fct_s,completed
v2-main-static-ocs,static-ocs,community-local,1,193,50000,0.0975,0.098049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,194,50000,0.098,0.098549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,196,50000,0.099,0.099549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,197,50000,0.0995,0.100049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,198,50000,0.1,0.100549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,200,50000,0.101,0.101549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,201,50000,0.1015,0.102049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,202,50000,0.102,0.102549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,204,50000,0.103,0.103549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,205,50000,0.1035,0.104049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,206,50000,0.104,0.104549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,208,50000,0.105,0.105549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,209,50000,0.1055,0.106049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,210,50000,0.106,0.106549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,212,50000,0.107,0.107549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,213,50000,0.1075,0.108049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,214,50000,0.108,0.108549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,216,50000,0.109,0.109549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,217,50000,0.1095,0.110049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,218,50000,0.11,0.110549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,220,50000,0.111,0.111549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,221,50000,0.1115,0.112049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,222,50000,0.112,0.112549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,224,50000,0.113,0.113549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,225,50000,0.1135,0.114049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,226,50000,0.114,0.114549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,228,50000,0.115,0.115549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,229,50000,0.1155,0.116049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,230,50000,0.116,0.116549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,232,50000,0.117,0.117549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,233,50000,0.1175,0.118049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,234,50000,0.118,0.118549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,236,50000,0.119,0.119549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,237,50000,0.1195,0.120049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,238,50000,0.12,0.120549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,240,50000,0.121,0.121549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,241,50000,0.1215,0.122049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,242,50000,0.122,0.122549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,244,50000,0.123,0.123549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,245,50000,0.1235,0.124049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,246,50000,0.124,0.124549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,248,50000,0.125,0.125549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,249,50000,0.1255,0.126049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,250,50000,0.126,0.126549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,252,50000,0.127,0.127549061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,253,50000,0.1275,0.128049061,0.000549061,true
v2-main-static-ocs,static-ocs,community-local,1,254,50000,0.128,0.128549061,0.000549061,true
