experiment,scheme,traffic_pattern,run_id,flow_id,source_tor,source_server,destination_tor,destination_server,path_type,size_bytes,received_bytes,start_time_s,completion_time_s,fct_s,completed
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,0,0,0,1,0,eps,570000,570000,0.0041,0.022413554,0.018313554,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,1,0,0,2,0,eps,570000,570000,0.00412,0.022563854,0.018443854,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,2,0,0,3,0,eps,570000,570000,0.00414,0.02290766,0.01876766,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,3,0,0,4,0,eps,570000,570000,0.00416,0.023021837,0.018861837,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,4,0,0,5,0,eps,570000,570000,0.00418,0.023166484,0.018986484,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,5,0,0,6,0,eps,570000,570000,0.0042,0.023316466,0.019116466,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,6,1,0,2,0,eps,528000,528000,0.00422,0.008094467,0.003874467,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,7,2,0,3,0,eps,528000,528000,0.00424,0.008348183,0.004108183,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,8,4,0,5,0,eps,528000,528000,0.00426,0.008118536,0.003858536,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,9,5,0,6,0,eps,528000,528000,0.00428,0.0083427,0.0040627,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,10,1,0,3,0,eps,432000,432000,0.0043,0.007984191,0.003684191,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,11,4,0,6,0,eps,432000,432000,0.00432,0.008178318,0.003858318,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,12,6,0,7,0,eps,240000,240000,0.00434,0.006770067,0.002430067,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,13,0,0,1,0,eps,570000,570000,0.00436,0.032609424,0.028249424,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,14,0,0,2,0,eps,570000,570000,0.00438,0.024850328,0.020470328,true
phase15h-r4-high-degree-aggregator-bias-replay-eps-ecmp-seed1401-load0p5,eps-ecmp,high-degree-aggregator-bias-replay,1401,15,0,0,3,0,eps,570000,570000,0.0044,0.025034929,0.020634929,true
