experiment,scheme,traffic_pattern,run_id,random_seed,num_tors,servers_per_tor,observer_window_s,ocs_period_s,stop_time_s,status,installed_flows,received_bytes,observed_matrix_bytes,algorithm_candidate_edges,algorithm_selected_edges,ocs_active_edges,ocs_assigned_flows,eps_fallback_flows,community_internal_selected_edge_ratio,timeline_cycles,scheduling_round_count,non_empty_scheduling_rounds,avg_selected_edge_count,max_selected_edge_count,avg_active_edge_count,max_active_edge_count,total_active_lightpath_seconds,stage1_installed_flows,stage2_installed_flows,stage1_received_bytes,stage2_received_bytes,total_flows,completed_flows,incomplete_flows,avg_received_throughput_bps,avg_fct_s,p90_fct_s,p95_fct_s,eps_avg_link_utilization,eps_max_link_utilization,ocs_avg_link_utilization,ocs_max_link_utilization,ocs_flow_hit_rate,ocs_byte_hit_rate,ocs_reconfiguration_count,spines
phase15h-r4-cross-community-distractor-replay-ocs-volume-seed1401-load0p5,ocs-volume,cross-community-distractor-replay,1401,1401,8,1,0.001,0.005,0.05,scheme_ocs-volume_finite_multi_cycle_ok,380,414990920,482134142,10,4,4,136,244,1,9,9,9,3.77777777778,4,3.77777777778,4,0.17,0,380,0,414990920,380,252,128,66398547200,0.00818750297222,0.016484802,0.0228172,0.420959056,0.89112336,0.0643820530286,0.159373443556,0.357894736842,0.588418175511,2,1
