experiment,scheme,traffic_pattern,run_id,random_seed,num_tors,servers_per_tor,observer_window_s,ocs_period_s,stop_time_s,status,installed_flows,received_bytes,observed_matrix_bytes,algorithm_candidate_edges,algorithm_selected_edges,ocs_active_edges,ocs_assigned_flows,eps_fallback_flows,community_internal_selected_edge_ratio,timeline_cycles,scheduling_round_count,non_empty_scheduling_rounds,avg_selected_edge_count,max_selected_edge_count,avg_active_edge_count,max_active_edge_count,total_active_lightpath_seconds,stage1_installed_flows,stage2_installed_flows,stage1_received_bytes,stage2_received_bytes,total_flows,completed_flows,incomplete_flows,avg_received_throughput_bps,avg_fct_s,p90_fct_s,p95_fct_s,eps_avg_link_utilization,eps_max_link_utilization,ocs_avg_link_utilization,ocs_max_link_utilization,ocs_flow_hit_rate,ocs_byte_hit_rate,ocs_reconfiguration_count,spines,offered_load_factor,traffic_stop_time_s,sim_stop_time_s,drain_time_s,measurement_start_time_s,measurement_end_time_s,measurement_duration_s,offered_bytes_measurement,cross_tor_offered_bytes_measurement,actual_offered_bps,actual_cross_tor_offered_bps,actual_received_bps,normalized_access_load,normalized_eps_load,max_tor_offered_bps,max_tor_offered_load_eps,max_tor_offered_load_hybrid
phase15h-r5-cross-community-distractor-replay-tl-ocs-seed1401-load0p5-D1,tl-ocs,cross-community-distractor-replay,1401,1401,8,1,0.001,0.005,0.075,scheme_tl-ocs_finite_multi_cycle_ok,380,495556456,469258122,9,4,4,144,236,1,9,9,9,4,4,4,4,0.28,0,380,0,495556456,380,359,21,79289032960,0.0132147266295,0.031548005,0.036932154,0.355238541333,0.92744672,0.0435130662857,0.112267337143,0.378947368421,0.557918268751,1,1,0.5,0.05,0.075,0.025,0,0.05,0.05,524128800,524128800,83860608000,83860608000,79289032960,0.10482576,1.0482576,28669440000,2.866944,0.260631272727
