experiment,scheme,traffic_pattern,run_id,random_seed,num_tors,servers_per_tor,status,total_flows,completed_flows,avg_receiver_throughput_bps,avg_fct_s,avg_network_link_utilization
v2-smoke-tl-hoc,tl-hoc,community-local,1,1,8,16,scheme_tl-hoc_smoke_ok,64,64,320000000,0.0006725705,0.000399011282051
