experiment,scheme,traffic_pattern,run_id,flow_id,source_tor,source_server,destination_tor,destination_server,path_type,size_bytes,received_bytes,start_time_s,completion_time_s,fct_s,completed
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,0,0,0,1,0,eps,570000,570000,0.0041,0.039859072,0.035759072,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,1,0,0,2,0,eps,570000,570000,0.00412,0.0399294,0.0358094,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,2,0,0,3,0,eps,570000,570000,0.00414,0.04050589,0.03636589,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,3,0,0,4,0,eps,570000,570000,0.00416,0.041134956,0.036974956,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,4,0,0,5,0,eps,570000,570000,0.00418,0.041329921,0.037149921,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,5,0,0,6,0,eps,570000,570000,0.0042,0.04172937,0.03752937,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,6,1,0,2,0,eps,528000,528000,0.00422,0.008036604,0.003816604,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,7,2,0,3,0,eps,528000,528000,0.00424,0.00982211,0.00558211,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,8,4,0,5,0,eps,528000,528000,0.00426,0.008137301,0.003877301,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,9,5,0,6,0,eps,528000,528000,0.00428,0.011282158,0.007002158,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,10,1,0,3,0,eps,432000,432000,0.0043,0.009097226,0.004797226,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,11,4,0,6,0,eps,432000,432000,0.00432,0.009950921,0.005630921,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,12,6,0,7,0,eps,240000,240000,0.00434,0.00711274,0.00277274,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,13,0,0,1,0,eps,570000,395568,0.00436,,,false
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,14,0,0,2,0,eps,570000,570000,0.00438,0.045647628,0.041267628,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,15,0,0,3,0,eps,570000,570000,0.0044,0.045203423,0.040803423,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,16,0,0,4,0,eps,570000,493120,0.00442,,,false
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,17,0,0,5,0,eps,570000,570000,0.00444,0.045829932,0.041389932,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,18,0,0,6,0,eps,570000,570000,0.00446,0.046488828,0.042028828,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,19,1,0,2,0,eps,528000,528000,0.00448,0.008328612,0.003848612,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,20,2,0,3,0,eps,528000,528000,0.0045,0.010167953,0.005667953,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,21,4,0,5,0,eps,528000,528000,0.00452,0.008437979,0.003917979,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,22,5,0,6,0,eps,528000,528000,0.00454,0.012082577,0.007542577,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,23,1,0,3,0,eps,432000,432000,0.00456,0.009446674,0.004886674,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,24,4,0,6,0,eps,432000,432000,0.00458,0.010589147,0.006009147,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,25,6,0,7,0,eps,240000,240000,0.0046,0.007490876,0.002890876,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,26,0,0,1,0,eps,570000,570000,0.00462,0.049033307,0.044413307,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,27,0,0,2,0,eps,570000,570000,0.00464,0.049560361,0.044920361,true
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,28,0,0,3,0,eps,570000,569768,0.00466,,,false
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,29,0,0,4,0,eps,570000,442736,0.00468,,,false
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,30,0,0,5,0,eps,570000,508128,0.0047,,,false
phase15h-r4-high-degree-aggregator-bias-replay-ocs-oracle-seed1401-load0p7,ocs-oracle,high-degree-aggregator-bias-replay,1401,31,0,0,6,0,eps,570000,557440,0.00472,,,false
