matrixMode,observeTrafficModel,testTrafficModel,testPerturbationMode,testPerturbationRatio,phaseShift,phaseShiftWrap,communityRotationPattern,observeMixA,observeMixB,observeMixAWeight,testMixAWeight,strategy,offeredLoad,workloadScale,flowGenerationMode,messageSizeBytes,flowsPerActivePair,electricalDataRate,ocsDataRate,memsCount,podPortLimitB,circuitCapacityBps,runtimeSeconds,observeBytes,testBytes,matrixAbsDiffBytes,generatedFlows,installableFlows,unservedFlows,installRatio,ocsCoverageOk,pathTypeCounts,oneHopPathFlows,twoHopPathFlows,multiHopPathFlows,avgPathHopCount,maxPathHopCount,installedFlows,completedFlows,incompleteFlows,completionRatio,fullyCompleted,avgFctSeconds,throughputGbps,avgLinkUtilization,logFile,invalid,invalidReason
observe-test,tensor-community,tensor-community,community-rotation,0.2,1,true,cross,data-parallel,tensor-community,0.7,0.3,traffic-greedy,0.2,0.5,fixed-flows-per-pair,16384,16,320Mbps,1Gbps,1,1,1000000000,9,25088000,25088000,50176000,128,0,128,0,false,unserved:128,0,0,0,0,0,0,0,0,0,true,0,0,0,results/smtra/community-rotation-tight/tensor-community__community-rotation__traffic-greedy__load-0.2__seed-1.log,true,ocsCoverageOk!=true;unservedFlows!=0
observe-test,tensor-community,tensor-community,community-rotation,0.2,1,true,cross,data-parallel,tensor-community,0.7,0.3,traffic-greedy,0.5,0.5,fixed-flows-per-pair,16384,16,320Mbps,1Gbps,1,1,1000000000,6,62720000,62720000,125440000,128,0,128,0,false,unserved:128,0,0,0,0,0,0,0,0,0,true,0,0,0,results/smtra/community-rotation-tight/tensor-community__community-rotation__traffic-greedy__load-0.5__seed-1.log,true,ocsCoverageOk!=true;unservedFlows!=0
observe-test,tensor-community,tensor-community,community-rotation,0.2,1,true,cross,data-parallel,tensor-community,0.7,0.3,traffic-greedy,0.8,0.5,fixed-flows-per-pair,16384,16,320Mbps,1Gbps,1,1,1000000000,5,100352000,100352000,200704000,128,0,128,0,false,unserved:128,0,0,0,0,0,0,0,0,0,true,0,0,0,results/smtra/community-rotation-tight/tensor-community__community-rotation__traffic-greedy__load-0.8__seed-1.log,true,ocsCoverageOk!=true;unservedFlows!=0
observe-test,tensor-community,tensor-community,community-rotation,0.2,1,true,cross,data-parallel,tensor-community,0.7,0.3,v8,0.2,0.5,fixed-flows-per-pair,16384,16,320Mbps,1Gbps,1,1,1000000000,6,25088000,25088000,50176000,128,0,128,0,false,unserved:128,0,0,0,0,0,0,0,0,0,true,0,0,0,results/smtra/community-rotation-tight/tensor-community__community-rotation__v8__load-0.2__seed-1.log,true,ocsCoverageOk!=true;unservedFlows!=0
observe-test,tensor-community,tensor-community,community-rotation,0.2,1,true,cross,data-parallel,tensor-community,0.7,0.3,v8,0.5,0.5,fixed-flows-per-pair,16384,16,320Mbps,1Gbps,1,1,1000000000,5,62720000,62720000,125440000,128,0,128,0,false,unserved:128,0,0,0,0,0,0,0,0,0,true,0,0,0,results/smtra/community-rotation-tight/tensor-community__community-rotation__v8__load-0.5__seed-1.log,true,ocsCoverageOk!=true;unservedFlows!=0
observe-test,tensor-community,tensor-community,community-rotation,0.2,1,true,cross,data-parallel,tensor-community,0.7,0.3,v8,0.8,0.5,fixed-flows-per-pair,16384,16,320Mbps,1Gbps,1,1,1000000000,6,100352000,100352000,200704000,128,0,128,0,false,unserved:128,0,0,0,0,0,0,0,0,0,true,0,0,0,results/smtra/community-rotation-tight/tensor-community__community-rotation__v8__load-0.8__seed-1.log,true,ocsCoverageOk!=true;unservedFlows!=0
