schema_version,experiment,scheme,traffic_pattern,run_id,random_seed,num_tors,servers_per_tor,status,generated_flows,installed_flows,total_flows,completed_flows,avg_receiver_throughput_bps,avg_fct_s,p90_fct_s,p95_fct_s,avg_network_link_utilization,observed_matrix_bytes,final_algorithm_candidate_edges,final_algorithm_selected_edges,final_ocs_active_edges,ocs_assigned_flows,eps_path_flows,waiting_flows,retried_flows,interrupted_flows,residual_flows,timeline_cycles,scheduling_round_count,non_empty_scheduling_rounds,cumulative_selected_edge_count,avg_selected_edge_count,max_selected_edge_count,avg_active_edge_count,max_active_edge_count,total_active_lightpath_seconds,ocs_reconfiguration_count,ocs_flow_hit_rate,ocs_byte_hit_rate,eps_avg_link_utilization,eps_max_link_utilization,ocs_avg_link_utilization,ocs_max_link_utilization,offered_load_factor,measurement_duration_s,offered_bytes_measurement,cross_tor_offered_bytes_measurement,actual_offered_bps,actual_cross_tor_offered_bps,actual_received_bps,normalized_access_load,normalized_eps_load,max_tor_offered_load_eps,max_tor_offered_load_hybrid
tl-hoc-v7,v7-community-main-electrical-only-rho0p3-seed1,electrical-only,community-local,1,1,4,16,scheme_electrical-only_smoke_ok,626,626,626,626,7825000,0.0515549738898,0.099345809,0.109088863,0.0616707,,,,0,0,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616707,0.309446933333,0,0,0.3,0.2,12520000,12520000,500800000,500800000,500800000,0.07825,0.313,0.652,0.1304
