schema_version,experiment,scheme,traffic_pattern,run_id,random_seed,num_tors,servers_per_tor,status,generated_flows,installed_flows,total_flows,completed_flows,install_rate,completion_rate_generated,completion_rate_installed,uninstalled_flows,installed_incomplete_flows,avg_receiver_throughput_bps,avg_receiver_throughput_installed_dest_bps,receiver_count_installed_dest,total_received_bps,avg_receiver_throughput_fraction_of_access_capacity,avg_fct_s,avg_fct_completed_only_s,p90_fct_s,p95_fct_s,avg_network_link_utilization,observed_matrix_bytes,final_algorithm_candidate_edges,final_algorithm_selected_edges,final_ocs_active_edges,ocs_assigned_flows,eps_path_flows,waiting_flows,retried_flows,interrupted_flows,residual_flows,deferred_arrivals,max_deferred_arrivals,stage_boundary_blocked_count,active_flows_at_stage_boundary,final_active_flows,final_waiting_flows,timeline_cycles,scheduling_round_count,non_empty_scheduling_rounds,cumulative_selected_edge_count,avg_selected_edge_count,max_selected_edge_count,avg_active_edge_count,max_active_edge_count,total_active_lightpath_seconds,ocs_reconfiguration_count,ocs_flow_hit_rate,ocs_byte_hit_rate,eps_avg_link_utilization,eps_max_link_utilization,ocs_avg_link_utilization,ocs_max_link_utilization,offered_load_factor,measurement_duration_s,offered_bytes_measurement,cross_tor_offered_bytes_measurement,actual_offered_bps,actual_cross_tor_offered_bps,actual_received_bps,normalized_access_load,normalized_eps_load,max_tor_offered_load_eps,max_tor_offered_load_hybrid
tl-hoc-v7,v7-community-main-tl-hoc-rho0p3-seed1,tl-hoc,community-local,1,1,4,16,scheme_tl-hoc_finite_multi_cycle_ok,626,626,626,626,1,1,1,0,0,7825000,7825000,64,500800000,0.07825,0.00339729200639,0.00339729200639,0.005074558,0.005515846,0.0670454181818,15571904,6,6,6,626,0,0,0,0,0,35,9,10,21,0,0,16,16,16,96,6,6,6,6,1.8,1,1,1,0.0616535333333,0.278709333333,0.0814237777778,0.224970933333,0.3,0.2,12520000,12520000,500800000,500800000,500800000,0.07825,0.313,0.652,0.1304
