schema_version,experiment,scheme,traffic_pattern,run_id,flow_id,source_tor,source_server,destination_tor,destination_server,path_type,size_bytes,received_bytes,start_time_s,completion_time_s,fct_s,completed
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,75,2,11,3,12,optical-direct,20000,20000,0.028946657,0.032980131,0.004033474,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,76,0,12,1,13,optical-direct,20000,20000,0.029298794,0.033074888,0.003776094,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,77,0,13,1,14,optical-direct,20000,20000,0.029448214,0.033234248,0.003786034,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,78,2,14,3,15,optical-direct,20000,20000,0.02973032,0.033336451,0.003606131,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,79,3,15,2,0,optical-direct,20000,20000,0.030068873,0.033677051,0.003608178,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,80,0,0,3,1,optical-direct,20000,20000,0.030113885,0.032270205,0.00215632,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,81,1,1,0,2,optical-direct,20000,20000,0.030504499,0.033993274,0.003488775,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,82,1,2,0,3,optical-direct,20000,20000,0.030852303,0.034435834,0.003583531,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,83,2,3,3,4,optical-direct,20000,20000,0.030997923,0.034099011,0.003101088,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,84,2,4,3,5,optical-direct,20000,20000,0.031478149,0.035009571,0.003531422,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,85,3,5,2,6,optical-direct,20000,20000,0.03162511,0.034918851,0.003293741,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,86,0,6,2,7,optical-direct,20000,20000,0.032090946,0.034247266,0.00215632,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,87,1,7,0,8,optical-direct,20000,20000,0.032801448,0.036247794,0.003446346,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,88,2,8,3,9,optical-direct,20000,20000,0.032805361,0.034983571,0.00217821,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,89,1,9,0,10,optical-direct,20000,20000,0.033035152,0.036797714,0.003762562,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,90,0,10,1,11,optical-direct,20000,20000,0.033060704,0.036418994,0.00335829,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,91,3,11,0,12,optical-direct,20000,20000,0.033576115,0.035732435,0.00215632,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,92,3,12,2,13,optical-direct,20000,20000,0.033598186,0.037136651,0.003538465,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,93,2,13,3,14,optical-direct,20000,20000,0.033744515,0.036793051,0.003048536,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,94,2,14,3,15,optical-direct,20000,20000,0.034692682,0.037905371,0.003212689,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,95,0,15,2,0,optical-direct,20000,20000,0.034851921,0.037160401,0.00230848,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,96,2,0,3,1,optical-direct,20000,20000,0.035331706,0.038382611,0.003050905,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,97,0,1,1,2,optical-direct,20000,20000,0.035823917,0.037988394,0.002164477,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,98,2,2,3,3,optical-direct,20000,20000,0.035943457,0.039378931,0.003435474,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,99,3,3,2,4,optical-direct,20000,20000,0.036437342,0.040129946,0.003692604,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,100,3,4,2,5,optical-direct,20000,20000,0.036492666,0.040413146,0.00392048,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,101,0,5,1,6,optical-direct,20000,20000,0.03678075,0.038937197,0.002156447,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,102,0,6,3,7,optical-direct,20000,20000,0.036783766,0.039027766,0.002244,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,103,3,7,2,8,optical-direct,20000,20000,0.037195292,0.041537146,0.004341854,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,104,0,8,1,9,optical-direct,20000,20000,0.037407321,0.03957287,0.002165549,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,105,0,9,2,10,optical-direct,20000,20000,0.037889466,0.040045786,0.00215632,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,106,3,10,2,11,optical-direct,20000,20000,0.038099456,0.041602106,0.00350265,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,107,1,11,2,12,optical-direct,20000,20000,0.038203904,0.040396384,0.00219248,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,108,2,12,3,13,optical-direct,20000,20000,0.038797891,0.043727881,0.00492999,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,109,2,13,3,14,optical-direct,20000,20000,0.039065043,0.044453641,0.005388598,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,110,2,14,3,15,optical-direct,20000,20000,0.039089262,0.044518601,0.005429339,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,111,1,15,0,0,optical-direct,20000,20000,0.039302448,0.042798408,0.00349596,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,112,0,0,1,1,optical-direct,20000,20000,0.039755036,0.043737648,0.003982612,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,113,0,1,1,2,optical-direct,20000,20000,0.039826082,0.043802608,0.003976526,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,114,0,2,1,3,optical-direct,20000,20000,0.040034149,0.049714321,0.009680172,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,115,0,3,1,4,optical-direct,20000,20000,0.040121428,0.048691721,0.008570293,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,116,1,4,2,5,optical-direct,20000,20000,0.040358021,0.048375121,0.0080171,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,117,0,5,1,6,optical-direct,20000,20000,0.040435991,0.050124241,0.00968825,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,118,2,6,1,7,optical-direct,20000,20000,0.040452845,0.047100721,0.006647876,true
