schema_version,experiment,scheme,traffic_pattern,run_id,flow_id,source_tor,source_server,destination_tor,destination_server,path_type,size_bytes,received_bytes,start_time_s,completion_time_s,fct_s,completed
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,0,0,0,1,1,optical-direct,781250,781250,0.001,0.004219563,0.003219563,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,1,1,1,2,2,optical-direct,781250,781250,0.0015,0.004719563,0.003219563,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,2,2,2,3,3,optical-direct,781250,781250,0.002,0.005221959,0.003221959,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,3,3,3,0,4,optical-reachable,781250,781250,0.0025,0.00610487,0.00360487,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,4,4,4,5,5,optical-direct,781250,781250,0.003,0.006219563,0.003219563,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,5,5,5,6,6,optical-direct,781250,781250,0.0035,0.006719563,0.003219563,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,6,6,6,7,7,optical-direct,781250,781250,0.004,0.007221959,0.003221959,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,7,7,7,4,8,optical-reachable,781250,781250,0.0045,0.00810487,0.00360487,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,8,0,8,1,9,optical-direct,781250,781250,0.005,0.008219563,0.003219563,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,9,1,9,2,10,optical-direct,781250,781250,0.0055,0.008719563,0.003219563,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,10,2,10,3,11,optical-direct,781250,781250,0.006,0.009221959,0.003221959,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,11,3,11,0,12,optical-reachable,781250,781250,0.0065,0.01010487,0.00360487,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,12,4,12,5,13,optical-direct,781250,781250,0.007,0.010219563,0.003219563,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,13,5,13,6,14,optical-direct,781250,781250,0.0075,0.010719563,0.003219563,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,14,6,14,7,15,optical-direct,781250,781250,0.008,0.011221959,0.003221959,true
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,15,7,15,4,0,optical-reachable,781250,781250,0.0085,0.01210487,0.00360487,true
