schema_version,experiment,scheme,traffic_pattern,run_id,flow_id,source_tor,source_server,destination_tor,destination_server,path_type,size_bytes,received_bytes,start_time_s,completion_time_s,fct_s,completed
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,0,0,0,1,1,eps,781250,781250,0.001,0.005561943,0.004561943,true
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,1,1,1,2,2,eps,781250,781250,0.0015,0.006061843,0.004561843,true
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,2,2,2,3,3,eps,781250,781250,0.002,0.006561843,0.004561843,true
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,3,3,3,0,4,eps,781250,781250,0.0025,0.007061843,0.004561843,true
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,4,4,4,5,5,eps,781250,781250,0.003,0.007561943,0.004561943,true
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,5,5,5,6,6,eps,781250,781250,0.0035,0.008061843,0.004561843,true
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,6,6,6,7,7,eps,781250,781250,0.004,0.008561843,0.004561843,true
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,7,7,7,4,8,eps,781250,781250,0.0045,0.009061843,0.004561843,true
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,8,0,8,1,9,eps,781250,781250,0.005,0.009562133,0.004562133,true
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,9,1,9,2,10,eps,781250,781250,0.0055,0.010061843,0.004561843,true
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,10,2,10,3,11,eps,781250,781250,0.006,0.010561843,0.004561843,true
tl-hoc-v3,v2-main-electrical-only-rho002,electrical-only,community-local,1,11,3,11,0,12,eps,781250,781250,0.0065,0.011061843,0.004561843,true
