schema_version,experiment,scheme,traffic_pattern,run_id,random_seed,num_tors,servers_per_tor,status,total_flows,completed_flows,avg_receiver_throughput_bps,avg_fct_s,p90_fct_s,p95_fct_s,avg_network_link_utilization,observed_matrix_bytes,final_algorithm_candidate_edges,final_algorithm_selected_edges,final_ocs_active_edges,ocs_assigned_flows,eps_path_flows,waiting_flows,retried_flows,interrupted_flows,residual_flows,timeline_cycles,scheduling_round_count,non_empty_scheduling_rounds,cumulative_selected_edge_count,avg_selected_edge_count,max_selected_edge_count,avg_active_edge_count,max_active_edge_count,total_active_lightpath_seconds,ocs_reconfiguration_count,ocs_flow_hit_rate,ocs_byte_hit_rate,eps_avg_link_utilization,eps_max_link_utilization,ocs_avg_link_utilization,ocs_max_link_utilization,offered_load_factor,actual_offered_bps,actual_cross_tor_offered_bps,actual_received_bps,normalized_access_load,normalized_eps_load,max_tor_offered_load_eps,max_tor_offered_load_hybrid
tl-hoc-v3,v2-main-static-ocs-rho001,static-ocs,community-local,1,1,8,16,scheme_static-ocs_finite_multi_cycle_ok,128,128,4000000000,0.00352441775,0.003944474,0.004968013,0.00114238435556,144846540,8,8,8,128,0,0,0,0,0,11,11,11,88,8,8,8,8,2.4,1,1,1,0.000337339733333,0.000674679466667,0.0027524736,0.0036699648,0.01,4000000000,4000000000,4000000000,0.003125,0.01,0.02,0.004
