experiment,scheme,traffic_pattern,run_id,random_seed,num_tors,servers_per_tor,status,total_flows,completed_flows,avg_receiver_throughput_bps,avg_fct_s,p90_fct_s,p95_fct_s,avg_network_link_utilization,observed_matrix_bytes,algorithm_candidate_edges,algorithm_selected_edges,ocs_active_edges,ocs_assigned_flows,eps_path_flows,waiting_flows,retried_flows,interrupted_flows,residual_flows,timeline_cycles,scheduling_round_count,non_empty_scheduling_rounds,avg_selected_edge_count,max_selected_edge_count,avg_active_edge_count,max_active_edge_count,total_active_lightpath_seconds,ocs_reconfiguration_count,ocs_flow_hit_rate,ocs_byte_hit_rate,eps_avg_link_utilization,eps_max_link_utilization,ocs_avg_link_utilization,ocs_max_link_utilization,offered_load_factor,actual_offered_bps,actual_cross_tor_offered_bps,actual_received_bps,normalized_access_load,normalized_eps_load,max_tor_offered_load_eps,max_tor_offered_load_hybrid
audit-tl-hoc,tl-hoc,community-local,7,7,8,16,scheme_tl-hoc_finite_multi_cycle_ok,16,16,128000000,0.000549061,0.000549061,0.000549061,8.08666666667e-05,1727136,0,0,0,16,0,0,0,0,0,3,3,1,2.66666666667,8,2.66666666667,8,0.16,2,1,1,1.0816e-05,2.1632e-05,0.000220968,0.000441936,0,128000000,128000000,128000000,0.0001,0.00032,0.00064,0.000128
