scenario,seed,offered_load_factor,drain_label,candidate_id,selected_edges,edge_count,candidate_count,selected_for_evaluation,selection_reason
cross-community-distractor-replay,1401,0.5,D3,cand0283,0-1;4-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0284,0-2;1-3;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0285,0-2;1-3;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0286,0-2;1-3;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0287,0-2;1-3;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0288,0-2;1-3;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0289,0-2;1-3;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0290,0-2;1-4;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0291,0-2;1-4;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0292,0-2;1-4;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0293,0-2;1-4;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0294,0-2;1-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0295,0-2;1-4;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0296,0-2;1-5;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0297,0-2;1-5;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0298,0-2;1-5;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0299,0-2;1-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0300,0-2;1-5;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0301,0-2;1-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0302,0-2;1-6;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0303,0-2;1-6;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0304,0-2;1-6;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0305,0-2;1-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0306,0-2;1-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0307,0-2;1-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0308,0-2;1-7;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0309,0-2;1-7;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0310,0-2;1-7;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0311,0-2;1-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0312,0-2;1-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0313,0-2;1-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0314,0-2;3-4;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0315,0-2;3-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0316,0-2;3-4;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0317,0-2;3-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0318,0-2;3-5;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0319,0-2;3-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0320,0-2;3-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0321,0-2;3-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0322,0-2;3-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0323,0-2;3-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0324,0-2;3-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0325,0-2;3-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0326,0-2;4-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0327,0-2;4-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0328,0-2;4-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0329,0-3;1-2;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0330,0-3;1-2;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0331,0-3;1-2;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0332,0-3;1-2;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0333,0-3;1-2;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0334,0-3;1-2;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0335,0-3;1-4;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0336,0-3;1-4;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0337,0-3;1-4;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0338,0-3;1-4;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0339,0-3;1-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0340,0-3;1-4;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0341,0-3;1-5;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0342,0-3;1-5;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0343,0-3;1-5;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0344,0-3;1-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0345,0-3;1-5;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0346,0-3;1-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0347,0-3;1-6;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0348,0-3;1-6;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0349,0-3;1-6;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0350,0-3;1-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0351,0-3;1-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0352,0-3;1-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0353,0-3;1-7;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0354,0-3;1-7;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0355,0-3;1-7;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0356,0-3;1-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0357,0-3;1-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0358,0-3;1-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0359,0-3;2-4;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0360,0-3;2-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0361,0-3;2-4;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0362,0-3;2-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0363,0-3;2-5;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0364,0-3;2-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0365,0-3;2-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0366,0-3;2-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0367,0-3;2-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0368,0-3;2-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0369,0-3;2-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0370,0-3;2-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0371,0-3;4-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0372,0-3;4-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0373,0-3;4-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0374,0-4;1-2;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0375,0-4;1-2;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0376,0-4;1-2;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0377,0-4;1-2;5-6,3,764,false,high-impact-edge-pool|baseline-plus-high-impact
cross-community-distractor-replay,1401,0.5,D3,cand0378,0-4;1-2;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0379,0-4;1-2;6-7,3,764,false,high-impact-edge-pool|baseline-plus-high-impact
cross-community-distractor-replay,1401,0.5,D3,cand0380,0-4;1-3;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0381,0-4;1-3;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0382,0-4;1-3;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0383,0-4;1-3;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0384,0-4;1-3;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0385,0-4;1-3;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0386,0-4;1-5;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0387,0-4;1-5;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0388,0-4;1-5;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0389,0-4;1-5;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0390,0-4;1-5;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0391,0-4;1-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0392,0-4;1-6;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0393,0-4;1-6;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0394,0-4;1-6;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0395,0-4;1-6;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0396,0-4;1-6;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0397,0-4;1-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0398,0-4;1-7;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0399,0-4;1-7;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0400,0-4;1-7;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0401,0-4;1-7;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0402,0-4;1-7;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0403,0-4;1-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0404,0-4;2-3;5-6,3,764,false,high-impact-edge-pool|baseline-plus-high-impact
cross-community-distractor-replay,1401,0.5,D3,cand0405,0-4;2-3;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0406,0-4;2-3;6-7,3,764,false,high-impact-edge-pool|baseline-plus-high-impact
cross-community-distractor-replay,1401,0.5,D3,cand0407,0-4;2-5;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0408,0-4;2-5;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0409,0-4;2-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0410,0-4;2-6;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0411,0-4;2-6;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0412,0-4;2-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0413,0-4;2-7;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0414,0-4;2-7;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0415,0-4;2-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0416,0-4;3-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0417,0-4;3-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0418,0-4;3-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0419,0-5;1-2;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0420,0-5;1-2;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0421,0-5;1-2;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0422,0-5;1-2;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0423,0-5;1-2;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0424,0-5;1-2;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0425,0-5;1-3;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0426,0-5;1-3;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0427,0-5;1-3;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0428,0-5;1-3;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0429,0-5;1-3;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0430,0-5;1-3;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0431,0-5;1-4;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0432,0-5;1-4;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0433,0-5;1-4;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0434,0-5;1-4;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0435,0-5;1-4;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0436,0-5;1-4;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0437,0-5;1-6;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0438,0-5;1-6;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0439,0-5;1-6;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0440,0-5;1-6;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0441,0-5;1-6;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0442,0-5;1-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0443,0-5;1-7;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0444,0-5;1-7;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0445,0-5;1-7;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0446,0-5;1-7;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0447,0-5;1-7;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0448,0-5;1-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0449,0-5;2-3;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0450,0-5;2-3;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0451,0-5;2-3;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0452,0-5;2-4;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0453,0-5;2-4;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0454,0-5;2-4;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0455,0-5;2-6;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0456,0-5;2-6;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0457,0-5;2-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0458,0-5;2-7;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0459,0-5;2-7;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0460,0-5;2-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0461,0-5;3-4;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0462,0-5;3-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0463,0-5;3-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0464,0-6;1-2;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0465,0-6;1-2;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0466,0-6;1-2;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0467,0-6;1-2;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0468,0-6;1-2;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0469,0-6;1-2;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0470,0-6;1-3;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0471,0-6;1-3;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0472,0-6;1-3;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0473,0-6;1-3;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0474,0-6;1-3;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0475,0-6;1-3;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0476,0-6;1-4;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0477,0-6;1-4;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0478,0-6;1-4;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0479,0-6;1-4;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0480,0-6;1-4;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0481,0-6;1-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0482,0-6;1-5;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0483,0-6;1-5;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0484,0-6;1-5;2-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0485,0-6;1-5;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0486,0-6;1-5;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0487,0-6;1-5;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0488,0-6;1-7;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0489,0-6;1-7;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0490,0-6;1-7;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0491,0-6;1-7;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0492,0-6;1-7;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0493,0-6;1-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0494,0-6;2-3;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0495,0-6;2-3;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0496,0-6;2-3;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0497,0-6;2-4;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0498,0-6;2-4;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0499,0-6;2-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0500,0-6;2-5;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0501,0-6;2-5;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0502,0-6;2-5;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0503,0-6;2-7;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0504,0-6;2-7;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0505,0-6;2-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0506,0-6;3-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0507,0-6;3-5;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0508,0-6;3-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0509,0-7;1-2;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0510,0-7;1-2;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0511,0-7;1-2;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0512,0-7;1-2;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0513,0-7;1-2;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0514,0-7;1-2;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0515,0-7;1-3;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0516,0-7;1-3;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0517,0-7;1-3;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0518,0-7;1-3;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0519,0-7;1-3;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0520,0-7;1-3;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0521,0-7;1-4;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0522,0-7;1-4;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0523,0-7;1-4;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0524,0-7;1-4;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0525,0-7;1-4;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0526,0-7;1-4;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0527,0-7;1-5;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0528,0-7;1-5;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0529,0-7;1-5;2-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0530,0-7;1-5;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0531,0-7;1-5;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0532,0-7;1-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0533,0-7;1-6;2-3,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0534,0-7;1-6;2-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0535,0-7;1-6;2-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0536,0-7;1-6;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0537,0-7;1-6;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0538,0-7;1-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0539,0-7;2-3;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0540,0-7;2-3;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0541,0-7;2-3;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0542,0-7;2-4;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0543,0-7;2-4;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0544,0-7;2-4;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0545,0-7;2-5;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0546,0-7;2-5;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0547,0-7;2-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0548,0-7;2-6;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0549,0-7;2-6;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0550,0-7;2-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0551,0-7;3-4;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0552,0-7;3-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0553,0-7;3-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0554,1-2;3-4;5-6,3,764,false,high-impact-edge-pool|baseline-plus-high-impact
cross-community-distractor-replay,1401,0.5,D3,cand0555,1-2;3-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0556,1-2;3-4;6-7,3,764,false,high-impact-edge-pool|baseline-plus-high-impact
cross-community-distractor-replay,1401,0.5,D3,cand0557,1-2;3-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0558,1-2;3-5;4-7,3,764,false,not-selected
