scenario,seed,offered_load_factor,drain_label,candidate_id,selected_edges,edge_count,candidate_count,selected_for_evaluation,selection_reason
cross-community-distractor-replay,1401,0.5,D3,cand0559,1-2;3-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0560,1-2;3-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0561,1-2;3-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0562,1-2;3-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0563,1-2;3-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0564,1-2;3-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0565,1-2;3-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0566,1-2;4-5;6-7,3,764,true,baseline-round-edge-set|high-impact-edge-pool|baseline-plus-high-impact
cross-community-distractor-replay,1401,0.5,D3,cand0567,1-2;4-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0568,1-2;4-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0569,1-3;2-4;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0570,1-3;2-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0571,1-3;2-4;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0572,1-3;2-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0573,1-3;2-5;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0574,1-3;2-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0575,1-3;2-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0576,1-3;2-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0577,1-3;2-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0578,1-3;2-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0579,1-3;2-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0580,1-3;2-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0581,1-3;4-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0582,1-3;4-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0583,1-3;4-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0584,1-4;2-3;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0585,1-4;2-3;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0586,1-4;2-3;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0587,1-4;2-5;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0588,1-4;2-5;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0589,1-4;2-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0590,1-4;2-6;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0591,1-4;2-6;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0592,1-4;2-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0593,1-4;2-7;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0594,1-4;2-7;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0595,1-4;2-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0596,1-4;3-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0597,1-4;3-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0598,1-4;3-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0599,1-5;2-3;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0600,1-5;2-3;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0601,1-5;2-3;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0602,1-5;2-4;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0603,1-5;2-4;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0604,1-5;2-4;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0605,1-5;2-6;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0606,1-5;2-6;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0607,1-5;2-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0608,1-5;2-7;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0609,1-5;2-7;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0610,1-5;2-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0611,1-5;3-4;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0612,1-5;3-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0613,1-5;3-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0614,1-6;2-3;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0615,1-6;2-3;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0616,1-6;2-3;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0617,1-6;2-4;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0618,1-6;2-4;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0619,1-6;2-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0620,1-6;2-5;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0621,1-6;2-5;3-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0622,1-6;2-5;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0623,1-6;2-7;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0624,1-6;2-7;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0625,1-6;2-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0626,1-6;3-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0627,1-6;3-5;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0628,1-6;3-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0629,1-7;2-3;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0630,1-7;2-3;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0631,1-7;2-3;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0632,1-7;2-4;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0633,1-7;2-4;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0634,1-7;2-4;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0635,1-7;2-5;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0636,1-7;2-5;3-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0637,1-7;2-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0638,1-7;2-6;3-4,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0639,1-7;2-6;3-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0640,1-7;2-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0641,1-7;3-4;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0642,1-7;3-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0643,1-7;3-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0644,2-3;4-5;6-7,3,764,false,high-impact-edge-pool|baseline-plus-high-impact
cross-community-distractor-replay,1401,0.5,D3,cand0645,2-3;4-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0646,2-3;4-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0647,2-4;3-5;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0648,2-4;3-6;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0649,2-4;3-7;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0650,2-5;3-4;6-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0651,2-5;3-6;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0652,2-5;3-7;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0653,2-6;3-4;5-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0654,2-6;3-5;4-7,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0655,2-6;3-7;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0656,2-7;3-4;5-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0657,2-7;3-5;4-6,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0658,2-7;3-6;4-5,3,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0659,0-1;2-3;4-5;6-7,4,764,true,baseline-round-edge-set|high-impact-edge-pool|baseline-plus-high-impact
cross-community-distractor-replay,1401,0.5,D3,cand0660,0-1;2-3;4-6;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0661,0-1;2-3;4-7;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0662,0-1;2-4;3-5;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0663,0-1;2-4;3-6;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0664,0-1;2-4;3-7;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0665,0-1;2-5;3-4;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0666,0-1;2-5;3-6;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0667,0-1;2-5;3-7;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0668,0-1;2-6;3-4;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0669,0-1;2-6;3-5;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0670,0-1;2-6;3-7;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0671,0-1;2-7;3-4;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0672,0-1;2-7;3-5;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0673,0-1;2-7;3-6;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0674,0-2;1-3;4-5;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0675,0-2;1-3;4-6;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0676,0-2;1-3;4-7;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0677,0-2;1-4;3-5;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0678,0-2;1-4;3-6;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0679,0-2;1-4;3-7;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0680,0-2;1-5;3-4;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0681,0-2;1-5;3-6;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0682,0-2;1-5;3-7;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0683,0-2;1-6;3-4;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0684,0-2;1-6;3-5;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0685,0-2;1-6;3-7;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0686,0-2;1-7;3-4;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0687,0-2;1-7;3-5;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0688,0-2;1-7;3-6;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0689,0-3;1-2;4-5;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0690,0-3;1-2;4-6;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0691,0-3;1-2;4-7;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0692,0-3;1-4;2-5;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0693,0-3;1-4;2-6;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0694,0-3;1-4;2-7;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0695,0-3;1-5;2-4;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0696,0-3;1-5;2-6;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0697,0-3;1-5;2-7;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0698,0-3;1-6;2-4;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0699,0-3;1-6;2-5;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0700,0-3;1-6;2-7;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0701,0-3;1-7;2-4;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0702,0-3;1-7;2-5;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0703,0-3;1-7;2-6;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0704,0-4;1-2;3-5;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0705,0-4;1-2;3-6;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0706,0-4;1-2;3-7;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0707,0-4;1-3;2-5;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0708,0-4;1-3;2-6;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0709,0-4;1-3;2-7;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0710,0-4;1-5;2-3;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0711,0-4;1-5;2-6;3-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0712,0-4;1-5;2-7;3-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0713,0-4;1-6;2-3;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0714,0-4;1-6;2-5;3-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0715,0-4;1-6;2-7;3-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0716,0-4;1-7;2-3;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0717,0-4;1-7;2-5;3-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0718,0-4;1-7;2-6;3-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0719,0-5;1-2;3-4;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0720,0-5;1-2;3-6;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0721,0-5;1-2;3-7;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0722,0-5;1-3;2-4;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0723,0-5;1-3;2-6;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0724,0-5;1-3;2-7;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0725,0-5;1-4;2-3;6-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0726,0-5;1-4;2-6;3-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0727,0-5;1-4;2-7;3-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0728,0-5;1-6;2-3;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0729,0-5;1-6;2-4;3-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0730,0-5;1-6;2-7;3-4,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0731,0-5;1-7;2-3;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0732,0-5;1-7;2-4;3-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0733,0-5;1-7;2-6;3-4,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0734,0-6;1-2;3-4;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0735,0-6;1-2;3-5;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0736,0-6;1-2;3-7;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0737,0-6;1-3;2-4;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0738,0-6;1-3;2-5;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0739,0-6;1-3;2-7;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0740,0-6;1-4;2-3;5-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0741,0-6;1-4;2-5;3-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0742,0-6;1-4;2-7;3-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0743,0-6;1-5;2-3;4-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0744,0-6;1-5;2-4;3-7,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0745,0-6;1-5;2-7;3-4,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0746,0-6;1-7;2-3;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0747,0-6;1-7;2-4;3-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0748,0-6;1-7;2-5;3-4,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0749,0-7;1-2;3-4;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0750,0-7;1-2;3-5;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0751,0-7;1-2;3-6;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0752,0-7;1-3;2-4;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0753,0-7;1-3;2-5;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0754,0-7;1-3;2-6;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0755,0-7;1-4;2-3;5-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0756,0-7;1-4;2-5;3-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0757,0-7;1-4;2-6;3-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0758,0-7;1-5;2-3;4-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0759,0-7;1-5;2-4;3-6,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0760,0-7;1-5;2-6;3-4,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0761,0-7;1-6;2-3;4-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0762,0-7;1-6;2-4;3-5,4,764,false,not-selected
cross-community-distractor-replay,1401,0.5,D3,cand0763,0-7;1-6;2-5;3-4,4,764,false,not-selected
