scenario,scheme,seed,offered_load_factor,cycle,round_start_s,round_end_s,observed_matrix_bytes,future_demand_bytes,selected_edge_count,active_edge_count,selected_hit_flows,selected_hit_bytes,selected_but_unused_lightpaths,selected_edge_jaccard,selected_oracle_jaccard,volume_oracle_jaccard,tl_oracle_jaccard,volume_future_demand_coverage,tl_future_demand_coverage,oracle_future_demand_coverage,historical_future_pearson,historical_future_topk_jaccard,demand_drift_ratio,volume_oracle_possible_bytes_missed,tl_oracle_possible_bytes_missed,volume_selected_edges,tl_ocs_selected_edges,oracle_selected_edges,raw_a_top_edges,tl_g_top_edges,future_demand_top_edges
cross-community-distractor-replay,ocs-volume,1401,0.5,9,0.045,0.05,10336236,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.843000439296,1,4.51526868438,0,0,"2-3(score=2.72433e+06,gain=2.72433e+06);6-7(score=1.95079e+06,gain=1.95079e+06);0-1(score=972142,gain=972142);4-5(score=822828,gain=822828)","2-3(score=2.04403e+06,gain=2.04403e+06);6-7(score=1.6501e+06,gain=1.6501e+06);0-1(score=796874,gain=796874);4-5(score=618296,gain=618296)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=2724330,gain=2724330);6-7(score=1950788,gain=1950788);0-1(score=972142,gain=972142);1-2(score=829572,gain=829572);4-5(score=822828,gain=822828);3-4(score=686494,gain=686494);5-6(score=666330,gain=666330);0-4(score=576414,gain=576414)","2-3(score=2044026.72293,gain=2044026.72293);6-7(score=1650096.06992,gain=1650096.06992);0-1(score=796874.063367,gain=796874.063367);4-5(score=618296.34946,gain=618296.34946);0-4(score=420173.420875,gain=420173.420875);1-5(score=308587.987891,gain=308587.987891);1-2(score=181450.279644,gain=181450.279644);5-6(score=176931.090683,gain=176931.090683)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,ocs-volume,1401,0.7,1,0.005,0.01,1271190,85510800,3,3,18,36630000,0,0.4,0.4,0.4,1,0.428366943123,0.538879299457,0.538879299457,0.933579249576,1,66.2673693054,21780000,0,"1-2(score=161030,gain=161030);4-5(score=133940,gain=133940);6-7(score=121920,gain=121920)","0-1(score=111704,gain=111704);6-7(score=104846,gain=104846);2-3(score=91209,gain=91209);4-5(score=80660.9,gain=80660.9)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","1-2(score=161030,gain=161030);0-1(score=155666,gain=155666);4-5(score=133940,gain=133940);5-6(score=133670,gain=133670);2-3(score=129968,gain=129968);6-7(score=121920,gain=121920);3-4(score=121758,gain=121758);0-4(score=112156,gain=112156)","0-1(score=111704.459477,gain=111704.459477);6-7(score=104845.598848,gain=104845.598848);2-3(score=91208.9802988,gain=91208.9802988);4-5(score=80660.9409577,gain=80660.9409577);0-4(score=73405.1468671,gain=73405.1468671);1-2(score=48387.1375947,gain=48387.1375947);3-4(score=42668.0291766,gain=42668.0291766);5-6(score=41050.3014892,gain=41050.3014892)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-volume,1401,0.7,2,0.01,0.015,10072418,85510800,3,3,18,36630000,0,1,0.4,0.4,0.4,0.428366943123,0.428366943123,0.538879299457,0.933817004772,0.777777777778,7.48958663028,21780000,21780000,"4-5(score=1.72e+06,gain=1.72e+06);6-7(score=1.63373e+06,gain=1.63373e+06);1-2(score=1.43332e+06,gain=1.43332e+06)","6-7(score=1.40085e+06,gain=1.40085e+06);4-5(score=1.1819e+06,gain=1.1819e+06);1-2(score=993477,gain=993477)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","4-5(score=1719996,gain=1719996);6-7(score=1633734,gain=1633734);1-2(score=1433318,gain=1433318);1-5(score=996814,gain=996814);3-4(score=952494,gain=952494);0-1(score=870830,gain=870830);2-3(score=847052,gain=847052);5-6(score=834018,gain=834018)","6-7(score=1400848.16803,gain=1400848.16803);4-5(score=1181895.49556,gain=1181895.49556);1-2(score=993476.512716,gain=993476.512716);3-4(score=679786.729932,gain=679786.729932);0-1(score=665817.370912,gain=665817.370912);2-3(score=303634.436711,gain=303634.436711);1-5(score=207485.090868,gain=207485.090868);5-6(score=163926.939836,gain=163926.939836)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-volume,1401,0.7,3,0.015,0.02,8706180,85510800,3,3,18,36630000,0,1,0.4,0.4,0.4,0.428366943123,0.428366943123,0.538879299457,0.945325118172,0.777777777778,8.82183244626,21780000,21780000,"6-7(score=1.32973e+06,gain=1.32973e+06);1-2(score=1.32542e+06,gain=1.32542e+06);4-5(score=896684,gain=896684)","6-7(score=1.12495e+06,gain=1.12495e+06);1-2(score=854247,gain=854247);4-5(score=564042,gain=564042)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","6-7(score=1329728,gain=1329728);1-2(score=1325424,gain=1325424);1-5(score=962540,gain=962540);4-5(score=896684,gain=896684);0-1(score=762354,gain=762354);3-4(score=736012,gain=736012);2-3(score=700600,gain=700600);5-6(score=688156,gain=688156)","6-7(score=1124948.7761,gain=1124948.7761);1-2(score=854246.50245,gain=854246.50245);4-5(score=564041.555741,gain=564041.555741);3-4(score=548416.067264,gain=548416.067264);0-1(score=516504.3632,gain=516504.3632);1-5(score=258143.466123,gain=258143.466123);2-3(score=239344.478787,gain=239344.478787);0-4(score=228894.3508,gain=228894.3508)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-volume,1401,0.7,4,0.02,0.025,11078702,85510800,3,3,18,36630000,0,1,0.4,0.4,0.4,0.428366943123,0.428366943123,0.538879299457,0.889382315637,0.777777777778,6.71847451691,21780000,21780000,"6-7(score=3.29786e+06,gain=3.29786e+06);1-2(score=1.36921e+06,gain=1.36921e+06);4-5(score=1.31556e+06,gain=1.31556e+06)","6-7(score=2.62195e+06,gain=2.62195e+06);1-2(score=996041,gain=996041);4-5(score=959412,gain=959412)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","6-7(score=3297858,gain=3297858);1-2(score=1369208,gain=1369208);4-5(score=1315560,gain=1315560);1-5(score=923750,gain=923750);0-1(score=795726,gain=795726);2-3(score=759886,gain=759886);3-4(score=754896,gain=754896);5-6(score=695452,gain=695452)","6-7(score=2621953.36284,gain=2621953.36284);1-2(score=996040.942823,gain=996040.942823);4-5(score=959411.661121,gain=959411.661121);0-1(score=598592.459724,gain=598592.459724);3-4(score=571069.477419,gain=571069.477419);2-3(score=288436.91825,gain=288436.91825);1-5(score=257325.937456,gain=257325.937456);0-4(score=223419.778934,gain=223419.778934)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-volume,1401,0.7,5,0.025,0.03,11950238,85510800,3,3,17,32310000,0,1,0.4,0.4,0.4,0.428366943123,0.428366943123,0.538879299457,0.873609254315,0.777777777778,6.15556369671,21780000,21780000,"6-7(score=3.60598e+06,gain=3.60598e+06);1-2(score=2.48676e+06,gain=2.48676e+06);4-5(score=1.00163e+06,gain=1.00163e+06)","6-7(score=2.88522e+06,gain=2.88522e+06);1-2(score=1.84149e+06,gain=1.84149e+06);4-5(score=752189,gain=752189)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","6-7(score=3605980,gain=3605980);1-2(score=2486758,gain=2486758);4-5(score=1001634,gain=1001634);1-5(score=930452,gain=930452);0-1(score=783494,gain=783494);3-4(score=739120,gain=739120);2-3(score=663858,gain=663858);5-6(score=650496,gain=650496)","6-7(score=2885222.32153,gain=2885222.32153);1-2(score=1841491.74604,gain=1841491.74604);4-5(score=752188.993513,gain=752188.993513);3-4(score=603609.934372,gain=603609.934372);0-1(score=546004.986681,gain=546004.986681);1-5(score=238271.05279,gain=238271.05279);2-3(score=224173.923893,gain=224173.923893);0-4(score=218610.264009,gain=218610.264009)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-volume,1401,0.7,6,0.03,0.035,11124840,85510800,3,3,16,29790000,0,1,0.4,0.4,0.4,0.428366943123,0.428366943123,0.538879299457,0.919717885912,0.777777777778,6.68646377329,21780000,21780000,"6-7(score=2.71956e+06,gain=2.71956e+06);1-2(score=2.07705e+06,gain=2.07705e+06);4-5(score=1.31444e+06,gain=1.31444e+06)","6-7(score=2.22982e+06,gain=2.22982e+06);1-2(score=1.50576e+06,gain=1.50576e+06);4-5(score=965343,gain=965343)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","6-7(score=2719564,gain=2719564);1-2(score=2077050,gain=2077050);4-5(score=1314438,gain=1314438);1-5(score=926214,gain=926214);0-1(score=767290,gain=767290);3-4(score=721486,gain=721486);2-3(score=700118,gain=700118);5-6(score=693250,gain=693250)","6-7(score=2229820.56039,gain=2229820.56039);1-2(score=1505762.68998,gain=1505762.68998);4-5(score=965343.473974,gain=965343.473974);3-4(score=552334.414645,gain=552334.414645);0-1(score=533634.982854,gain=533634.982854);2-3(score=242363.37688,gain=242363.37688);0-4(score=223715.182742,gain=223715.182742);1-5(score=214509.359007,gain=214509.359007)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-volume,1401,0.7,7,0.035,0.04,11246058,85510800,3,3,16,29670000,0,1,0.4,0.4,0.4,0.428366943123,0.428366943123,0.538879299457,0.908646800795,0.777777777778,6.60361374047,21780000,21780000,"1-2(score=2.63503e+06,gain=2.63503e+06);6-7(score=2.25731e+06,gain=2.25731e+06);4-5(score=1.51584e+06,gain=1.51584e+06)","1-2(score=1.90932e+06,gain=1.90932e+06);6-7(score=1.90482e+06,gain=1.90482e+06);4-5(score=1.1346e+06,gain=1.1346e+06)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","1-2(score=2635030,gain=2635030);6-7(score=2257312,gain=2257312);4-5(score=1515844,gain=1515844);1-5(score=806682,gain=806682);2-3(score=741430,gain=741430);0-1(score=737960,gain=737960);5-6(score=726090,gain=726090);3-4(score=679942,gain=679942)","1-2(score=1909317.65765,gain=1909317.65765);6-7(score=1904824.49298,gain=1904824.49298);4-5(score=1134602.24926,gain=1134602.24926);2-3(score=494638.576301,gain=494638.576301);0-4(score=447507.779419,gain=447507.779419);3-4(score=251096.843705,gain=251096.843705);0-1(score=243090.236861,gain=243090.236861);5-6(score=125018.742728,gain=125018.742728)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-volume,1401,0.7,8,0.04,0.045,10891652,85510800,3,3,16,28830000,0,1,0.4,0.4,0.4,0.428366943123,0.428366943123,0.538879299457,0.9227582891,0.777777777778,6.8510290892,21780000,21780000,"6-7(score=2.62775e+06,gain=2.62775e+06);1-2(score=1.99808e+06,gain=1.99808e+06);4-5(score=1.66059e+06,gain=1.66059e+06)","6-7(score=2.1729e+06,gain=2.1729e+06);1-2(score=1.4875e+06,gain=1.4875e+06);4-5(score=1.25583e+06,gain=1.25583e+06)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","6-7(score=2627752,gain=2627752);1-2(score=1998082,gain=1998082);4-5(score=1660586,gain=1660586);0-1(score=768844,gain=768844);2-3(score=715636,gain=715636);1-5(score=690574,gain=690574);3-4(score=663156,gain=663156);5-6(score=639680,gain=639680)","6-7(score=2172903.56027,gain=2172903.56027);1-2(score=1487495.9126,gain=1487495.9126);4-5(score=1255832.94962,gain=1255832.94962);0-1(score=547734.699042,gain=547734.699042);3-4(score=476562.846291,gain=476562.846291);2-3(score=256011.490583,gain=256011.490583);0-4(score=217844.243211,gain=217844.243211);1-5(score=107930.231256,gain=107930.231256)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-volume,1401,0.7,9,0.045,0.05,12088872,85510800,3,3,16,29790000,0,1,0.4,0.4,0.4,0.428366943123,0.428366943123,0.538879299457,0.881076552504,0.777777777778,6.0735045153,21780000,21780000,"6-7(score=3.16455e+06,gain=3.16455e+06);4-5(score=2.34713e+06,gain=2.34713e+06);1-2(score=1.48231e+06,gain=1.48231e+06)","6-7(score=2.58431e+06,gain=2.58431e+06);4-5(score=1.74247e+06,gain=1.74247e+06);1-2(score=1.10171e+06,gain=1.10171e+06)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","6-7(score=3164550,gain=3164550);4-5(score=2347132,gain=2347132);1-2(score=1482310,gain=1482310);1-5(score=988438,gain=988438);0-1(score=800588,gain=800588);2-3(score=759778,gain=759778);5-6(score=697758,gain=697758);3-4(score=686278,gain=686278)","6-7(score=2584311.87343,gain=2584311.87343);4-5(score=1742471.3776,gain=1742471.3776);1-2(score=1101713.66883,gain=1101713.66883);0-1(score=612271.085148,gain=612271.085148);2-3(score=591539.821999,gain=591539.821999);3-4(score=234745.494564,gain=234745.494564);1-5(score=221357.084384,gain=221357.084384);0-4(score=191283.667724,gain=191283.667724)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,tl-ocs,1401,0.5,1,0.005,0.01,1035096,57007200,4,4,16,30720000,0,0.4,1,0.4,1,0.428366943123,0.538879299457,0.538879299457,0.924889234379,1,54.0733716286,14520000,0,"1-2(score=132478,gain=132478);4-5(score=109036,gain=109036);6-7(score=96268,gain=96268)","0-1(score=85024.6,gain=85024.6);6-7(score=82850.6,gain=82850.6);2-3(score=73219.2,gain=73219.2);4-5(score=64700.2,gain=64700.2)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","1-2(score=132478,gain=132478);0-1(score=120732,gain=120732);4-5(score=109036,gain=109036);5-6(score=107856,gain=107856);2-3(score=104316,gain=104316);6-7(score=96268,gain=96268);3-4(score=96106,gain=96106);0-4(score=95944,gain=95944)","0-1(score=85024.5950057,gain=85024.5950057);6-7(score=82850.6014631,gain=82850.6014631);2-3(score=73219.1992743,gain=73219.1992743);4-5(score=64700.1807079,gain=64700.1807079);0-4(score=64430.9277168,gain=64430.9277168);1-2(score=39772.3832224,gain=39772.3832224);1-5(score=37713.1636486,gain=37713.1636486);3-4(score=33478.4440429,gain=33478.4440429)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,tl-ocs,1401,0.5,2,0.01,0.015,11782496,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.878079826307,0.777777777778,3.83828985902,0,0,"2-3(score=2.72996e+06,gain=2.72996e+06);6-7(score=1.96622e+06,gain=1.96622e+06);0-1(score=1.9481e+06,gain=1.9481e+06);4-5(score=1.29744e+06,gain=1.29744e+06)","2-3(score=2.14507e+06,gain=2.14507e+06);6-7(score=1.6932e+06,gain=1.6932e+06);0-1(score=1.60323e+06,gain=1.60323e+06);4-5(score=1.01869e+06,gain=1.01869e+06)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=2729964,gain=2729964);6-7(score=1966222,gain=1966222);0-1(score=1948104,gain=1948104);4-5(score=1297440,gain=1297440);3-4(score=682126,gain=682126);1-2(score=669372,gain=669372);5-6(score=665774,gain=665774);2-6(score=640126,gain=640126)","2-3(score=2145070.61682,gain=2145070.61682);6-7(score=1693201.82401,gain=1693201.82401);0-1(score=1603234.00649,gain=1603234.00649);4-5(score=1018691.99514,gain=1018691.99514);3-4(score=157354.216578,gain=157354.216578);5-6(score=153163.642093,gain=153163.642093);0-4(score=144042.334225,gain=144042.334225);1-5(score=134596.34926,gain=134596.34926)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,tl-ocs,1401,0.5,3,0.015,0.02,9034090,57007200,4,4,16,30720000,0,0.4,1,0.4,1,0.325432576938,0.538879299457,0.538879299457,0.757106705703,1,5.31022099802,16200000,0,"2-3(score=2.71189e+06,gain=2.71189e+06);5-6(score=879804,gain=879804);0-1(score=812312,gain=812312)","2-3(score=1.94882e+06,gain=1.94882e+06);6-7(score=773635,gain=773635);0-1(score=657784,gain=657784);4-5(score=538272,gain=538272)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=2711886,gain=2711886);5-6(score=879804,gain=879804);6-7(score=876776,gain=876776);1-2(score=836548,gain=836548);0-1(score=812312,gain=812312);3-4(score=807630,gain=807630);4-5(score=783630,gain=783630);0-4(score=538442,gain=538442)","2-3(score=1948824.82121,gain=1948824.82121);6-7(score=773634.919602,gain=773634.919602);0-1(score=657784.231676,gain=657784.231676);5-6(score=634932.043981,gain=634932.043981);4-5(score=538271.867361,gain=538271.867361);3-4(score=196391.776847,gain=196391.776847);1-2(score=194200.190166,gain=194200.190166);0-4(score=189614.102811,gain=189614.102811)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,tl-ocs,1401,0.5,4,0.02,0.025,10191494,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.839494499628,1,4.59359769188,0,0,"2-3(score=2.72057e+06,gain=2.72057e+06);6-7(score=1.8368e+06,gain=1.8368e+06);0-1(score=913500,gain=913500);4-5(score=838496,gain=838496)","2-3(score=2.03416e+06,gain=2.03416e+06);6-7(score=1.55411e+06,gain=1.55411e+06);0-1(score=749647,gain=749647);4-5(score=626240,gain=626240)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=2720570,gain=2720570);6-7(score=1836796,gain=1836796);0-1(score=913500,gain=913500);1-2(score=870726,gain=870726);4-5(score=838496,gain=838496);5-6(score=771844,gain=771844);3-4(score=675612,gain=675612);0-4(score=572926,gain=572926)","2-3(score=2034157.27643,gain=2034157.27643);6-7(score=1554106.77438,gain=1554106.77438);0-1(score=749646.796631,gain=749646.796631);4-5(score=626240.329451,gain=626240.329451);0-4(score=420729.393669,gain=420729.393669);1-5(score=234139.864342,gain=234139.864342);5-6(score=226401.698563,gain=226401.698563);1-2(score=208301.31021,gain=208301.31021)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,tl-ocs,1401,0.5,5,0.025,0.03,10391694,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.855099377383,1,4.48583505778,0,0,"2-3(score=2.55587e+06,gain=2.55587e+06);6-7(score=2.14768e+06,gain=2.14768e+06);0-1(score=916974,gain=916974);4-5(score=901214,gain=901214)","2-3(score=1.95387e+06,gain=1.95387e+06);6-7(score=1.80354e+06,gain=1.80354e+06);0-1(score=750729,gain=750729);4-5(score=665236,gain=665236)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=2555866,gain=2555866);6-7(score=2147682,gain=2147682);0-1(score=916974,gain=916974);4-5(score=901214,gain=901214);3-4(score=738418,gain=738418);1-2(score=736232,gain=736232);5-6(score=676718,gain=676718);0-4(score=624570,gain=624570)","2-3(score=1953865.10593,gain=1953865.10593);6-7(score=1803542.61277,gain=1803542.61277);0-1(score=750729.041371,gain=750729.041371);4-5(score=665235.893132,gain=665235.893132);0-4(score=456629.767739,gain=456629.767739);1-5(score=354543.975477,gain=354543.975477);3-4(score=189764.618233,gain=189764.618233);5-6(score=164815.921745,gain=164815.921745)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,tl-ocs,1401,0.5,6,0.03,0.035,9908404,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.840235548766,1,4.75341038159,0,0,"2-3(score=2.59454e+06,gain=2.59454e+06);6-7(score=1.58974e+06,gain=1.58974e+06);0-1(score=926888,gain=926888);4-5(score=841520,gain=841520)","2-3(score=1.92855e+06,gain=1.92855e+06);6-7(score=1.35883e+06,gain=1.35883e+06);0-1(score=749970,gain=749970);4-5(score=613911,gain=613911)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=2594544,gain=2594544);6-7(score=1589742,gain=1589742);0-1(score=926888,gain=926888);4-5(score=841520,gain=841520);1-2(score=817340,gain=817340);3-4(score=719426,gain=719426);5-6(score=718130,gain=718130);0-4(score=647318,gain=647318)","2-3(score=1928552.15603,gain=1928552.15603);6-7(score=1358825.50557,gain=1358825.50557);0-1(score=749969.90282,gain=749969.90282);4-5(score=613911.154007,gain=613911.154007);0-4(score=471898.101983,gain=471898.101983);1-5(score=253343.22754,gain=253343.22754);5-6(score=210720.941015,gain=210720.941015);1-2(score=184883.058732,gain=184883.058732)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,tl-ocs,1401,0.5,7,0.035,0.04,9772752,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.816155773747,1,4.83327122198,0,0,"2-3(score=2.72422e+06,gain=2.72422e+06);6-7(score=1.47452e+06,gain=1.47452e+06);0-1(score=957106,gain=957106);4-5(score=688830,gain=688830)","2-3(score=2.00416e+06,gain=2.00416e+06);6-7(score=1.26865e+06,gain=1.26865e+06);0-1(score=772786,gain=772786);4-5(score=490788,gain=490788)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=2724218,gain=2724218);6-7(score=1474522,gain=1474522);0-1(score=957106,gain=957106);1-2(score=836170,gain=836170);5-6(score=720016,gain=720016);3-4(score=712852,gain=712852);4-5(score=688830,gain=688830);0-4(score=591322,gain=591322)","2-3(score=2004159.06031,gain=2004159.06031);6-7(score=1268653.10608,gain=1268653.10608);0-1(score=772785.788812,gain=772785.788812);4-5(score=490788.122296,gain=490788.122296);0-4(score=433432.840544,gain=433432.840544);1-5(score=302167.402168,gain=302167.402168);5-6(score=224425.006757,gain=224425.006757);3-4(score=181191.473986,gain=181191.473986)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
