scenario,scheme,seed,offered_load_factor,cycle,round_start_s,round_end_s,observed_matrix_bytes,future_demand_bytes,selected_edge_count,active_edge_count,selected_hit_flows,selected_hit_bytes,selected_but_unused_lightpaths,selected_edge_jaccard,selected_oracle_jaccard,volume_oracle_jaccard,tl_oracle_jaccard,volume_future_demand_coverage,tl_future_demand_coverage,oracle_future_demand_coverage,historical_future_pearson,historical_future_topk_jaccard,demand_drift_ratio,volume_oracle_possible_bytes_missed,tl_oracle_possible_bytes_missed,volume_selected_edges,tl_ocs_selected_edges,oracle_selected_edges,raw_a_top_edges,tl_g_top_edges,future_demand_top_edges
cross-community-distractor-replay,ocs-oracle,1401,0.7,2,0.01,0.015,12655034,85510800,4,4,24,46080000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.819064562033,0.777777777778,5.75704991177,0,0,"2-3(score=3.52978e+06,gain=3.52978e+06);0-1(score=1.73438e+06,gain=1.73438e+06);6-7(score=1.73349e+06,gain=1.73349e+06);4-5(score=1.6914e+06,gain=1.6914e+06)","2-3(score=2.6864e+06,gain=2.6864e+06);6-7(score=1.52474e+06,gain=1.52474e+06);0-1(score=1.47332e+06,gain=1.47332e+06);4-5(score=1.32675e+06,gain=1.32675e+06)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","2-3(score=3529776,gain=3529776);0-1(score=1734376,gain=1734376);6-7(score=1733488,gain=1733488);4-5(score=1691398,gain=1691398);3-4(score=915146,gain=915146);5-6(score=846404,gain=846404);1-2(score=804514,gain=804514);1-5(score=471188,gain=471188)","2-3(score=2686400.06519,gain=2686400.06519);6-7(score=1524736.19641,gain=1524736.19641);0-1(score=1473317.1914,gain=1473317.1914);4-5(score=1326745.77064,gain=1326745.77064);5-6(score=242026.217563,gain=242026.217563);3-4(score=188238.320155,gain=188238.320155);1-2(score=116692.107398,gain=116692.107398);0-4(score=97351.6880126,gain=97351.6880126)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-oracle,1401,0.7,3,0.015,0.02,11307092,85510800,4,4,24,46080000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.73102041741,0.777777777778,6.56257063034,0,0,"2-3(score=3.73904e+06,gain=3.73904e+06);6-7(score=1.36726e+06,gain=1.36726e+06);0-1(score=1.31404e+06,gain=1.31404e+06);4-5(score=860770,gain=860770)","2-3(score=2.7411e+06,gain=2.7411e+06);6-7(score=1.20421e+06,gain=1.20421e+06);0-1(score=1.08465e+06,gain=1.08465e+06);4-5(score=644887,gain=644887)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","2-3(score=3739040,gain=3739040);6-7(score=1367260,gain=1367260);0-1(score=1314044,gain=1314044);4-5(score=860770,gain=860770);3-4(score=714344,gain=714344);5-6(score=694214,gain=694214);1-2(score=693142,gain=693142);1-5(score=652632,gain=652632)","2-3(score=2741103.33246,gain=2741103.33246);6-7(score=1204211.18825,gain=1204211.18825);0-1(score=1084646.62036,gain=1084646.62036);4-5(score=644887.138948,gain=644887.138948);0-4(score=445601.040477,gain=445601.040477);1-5(score=392978.290015,gain=392978.290015);5-6(score=215475.428242,gain=215475.428242);3-4(score=139423.69611,gain=139423.69611)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-oracle,1401,0.7,4,0.02,0.025,13891894,85510800,4,4,24,46080000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.817245829088,1,5.15543907851,0,0,"2-3(score=3.81684e+06,gain=3.81684e+06);6-7(score=3.46987e+06,gain=3.46987e+06);0-1(score=1.41456e+06,gain=1.41456e+06);4-5(score=1.23934e+06,gain=1.23934e+06)","2-3(score=2.97712e+06,gain=2.97712e+06);6-7(score=2.88148e+06,gain=2.88148e+06);0-1(score=1.21227e+06,gain=1.21227e+06);4-5(score=1.00267e+06,gain=1.00267e+06)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","2-3(score=3816836,gain=3816836);6-7(score=3469872,gain=3469872);0-1(score=1414558,gain=1414558);4-5(score=1239342,gain=1239342);1-2(score=749748,gain=749748);3-4(score=741966,gain=741966);5-6(score=690408,gain=690408);0-4(score=620232,gain=620232)","2-3(score=2977123.66395,gain=2977123.66395);6-7(score=2881478.67773,gain=2881478.67773);0-1(score=1212266.51672,gain=1212266.51672);4-5(score=1002668.96908,gain=1002668.96908);0-4(score=429704.071389,gain=429704.071389);1-5(score=346572.328525,gain=346572.328525);3-4(score=157550.87629,gain=157550.87629);5-6(score=130898.159824,gain=130898.159824)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-oracle,1401,0.7,5,0.025,0.03,14899070,85510800,4,4,22,37440000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.838000115327,1,4.73933236719,0,0,"2-3(score=3.79503e+06,gain=3.79503e+06);6-7(score=3.60617e+06,gain=3.60617e+06);0-1(score=2.73203e+06,gain=2.73203e+06);4-5(score=1.10004e+06,gain=1.10004e+06)","2-3(score=3.04179e+06,gain=3.04179e+06);6-7(score=3.02589e+06,gain=3.02589e+06);0-1(score=2.30021e+06,gain=2.30021e+06);4-5(score=913681,gain=913681)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","2-3(score=3795028,gain=3795028);6-7(score=3606166,gain=3606166);0-1(score=2732032,gain=2732032);4-5(score=1100042,gain=1100042);3-4(score=742556,gain=742556);5-6(score=659708,gain=659708);1-2(score=622438,gain=622438);0-4(score=571402,gain=571402)","2-3(score=3041789.24482,gain=3041789.24482);6-7(score=3025888.23296,gain=3025888.23296);0-1(score=2300214.74146,gain=2300214.74146);4-5(score=913680.584959,gain=913680.584959);3-4(score=187479.149199,gain=187479.149199);0-4(score=151892.485844,gain=151892.485844);5-6(score=144770.326376,gain=144770.326376);1-5(score=119983.945396,gain=119983.945396)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-oracle,1401,0.7,6,0.03,0.035,13448934,85510800,4,4,23,43560000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.818457129542,0.777777777778,5.3581770535,0,0,"2-3(score=3.82618e+06,gain=3.82618e+06);6-7(score=2.47746e+06,gain=2.47746e+06);0-1(score=1.92463e+06,gain=1.92463e+06);4-5(score=1.28723e+06,gain=1.28723e+06)","2-3(score=2.96115e+06,gain=2.96115e+06);6-7(score=2.13107e+06,gain=2.13107e+06);0-1(score=1.62045e+06,gain=1.62045e+06);4-5(score=1.03253e+06,gain=1.03253e+06)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","2-3(score=3826176,gain=3826176);6-7(score=2477456,gain=2477456);0-1(score=1924634,gain=1924634);4-5(score=1287232,gain=1287232);3-4(score=736826,gain=736826);5-6(score=690624,gain=690624);1-2(score=680320,gain=680320);1-5(score=622754,gain=622754)","2-3(score=2961146.13866,gain=2961146.13866);6-7(score=2131069.14594,gain=2131069.14594);0-1(score=1620451.08776,gain=1620451.08776);4-5(score=1032534.75302,gain=1032534.75302);0-4(score=361991.597404,gain=361991.597404);1-5(score=310684.296116,gain=310684.296116);5-6(score=163509.151324,gain=163509.151324);3-4(score=144968.491338,gain=144968.491338)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-oracle,1401,0.7,7,0.035,0.04,14124566,85510800,4,4,22,39120000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.840518096627,1,5.0540415208,0,0,"2-3(score=3.72353e+06,gain=3.72353e+06);0-1(score=2.63345e+06,gain=2.63345e+06);6-7(score=2.52675e+06,gain=2.52675e+06);4-5(score=1.40705e+06,gain=1.40705e+06)","2-3(score=2.94784e+06,gain=2.94784e+06);0-1(score=2.1886e+06,gain=2.1886e+06);6-7(score=2.18428e+06,gain=2.18428e+06);4-5(score=1.14938e+06,gain=1.14938e+06)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","2-3(score=3723534,gain=3723534);0-1(score=2633452,gain=2633452);6-7(score=2526748,gain=2526748);4-5(score=1407052,gain=1407052);5-6(score=758274,gain=758274);1-2(score=708270,gain=708270);3-4(score=680532,gain=680532);0-4(score=608950,gain=608950)","2-3(score=2947843.92524,gain=2947843.92524);0-1(score=2188598.22302,gain=2188598.22302);6-7(score=2184284.86149,gain=2184284.86149);4-5(score=1149384.10259,gain=1149384.10259);5-6(score=196208.477276,gain=196208.477276);0-4(score=149722.50646,gain=149722.50646);3-4(score=130069.918449,gain=130069.918449);1-5(score=81839.0251802,gain=81839.0251802)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-oracle,1401,0.7,8,0.04,0.045,14421180,85510800,4,4,21,33960000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.845617757029,1,4.92952249875,0,0,"2-3(score=3.75708e+06,gain=3.75708e+06);6-7(score=3.02781e+06,gain=3.02781e+06);0-1(score=2.12168e+06,gain=2.12168e+06);4-5(score=1.84454e+06,gain=1.84454e+06)","2-3(score=2.99784e+06,gain=2.99784e+06);6-7(score=2.59045e+06,gain=2.59045e+06);0-1(score=1.8017e+06,gain=1.8017e+06);4-5(score=1.51509e+06,gain=1.51509e+06)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","2-3(score=3757082,gain=3757082);6-7(score=3027812,gain=3027812);0-1(score=2121684,gain=2121684);4-5(score=1844538,gain=1844538);1-2(score=702004,gain=702004);3-4(score=666426,gain=666426);5-6(score=647038,gain=647038);0-4(score=617070,gain=617070)","2-3(score=2997837.0177,gain=2997837.0177);6-7(score=2590449.90019,gain=2590449.90019);0-1(score=1801697.98553,gain=1801697.98553);4-5(score=1515088.40036,gain=1515088.40036);0-4(score=160022.263358,gain=160022.263358);5-6(score=104122.06464,gain=104122.06464);1-5(score=95615.711336,gain=95615.711336);3-4(score=93342.1395144,gain=93342.1395144)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-oracle,1401,0.7,9,0.045,0.05,14459698,85510800,4,4,22,40080000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.841258329872,0.777777777778,4.91372735121,0,0,"2-3(score=3.66332e+06,gain=3.66332e+06);6-7(score=2.75179e+06,gain=2.75179e+06);4-5(score=2.38481e+06,gain=2.38481e+06);0-1(score=1.78637e+06,gain=1.78637e+06)","2-3(score=2.91678e+06,gain=2.91678e+06);6-7(score=2.37056e+06,gain=2.37056e+06);4-5(score=1.92022e+06,gain=1.92022e+06);0-1(score=1.52826e+06,gain=1.52826e+06)","6-7(score=1.485e+07,gain=1.485e+07);0-1(score=1.233e+07,gain=1.233e+07);2-3(score=9.45e+06,gain=9.45e+06);4-5(score=9.45e+06,gain=9.45e+06)","2-3(score=3663318,gain=3663318);6-7(score=2751794,gain=2751794);4-5(score=2384814,gain=2384814);0-1(score=1786374,gain=1786374);1-2(score=746416,gain=746416);5-6(score=689074,gain=689074);3-4(score=675982,gain=675982);1-5(score=599790,gain=599790)","2-3(score=2916776.25843,gain=2916776.25843);6-7(score=2370561.32722,gain=2370561.32722);4-5(score=1920219.18868,gain=1920219.18868);0-1(score=1528256.36551,gain=1528256.36551);0-4(score=147582.642276,gain=147582.642276);1-2(score=103740.375175,gain=103740.375175);1-5(score=100926.628924,gain=100926.628924);5-6(score=90061.9043211,gain=90061.9043211)","6-7(score=14850000,gain=14850000);0-1(score=12330000,gain=12330000);1-2(score=12330000,gain=12330000);2-3(score=9450000,gain=9450000);4-5(score=9450000,gain=9450000);3-4(score=6652800,gain=6652800);5-6(score=6048000,gain=6048000);0-4(score=5220000,gain=5220000)"
cross-community-distractor-replay,ocs-volume,1401,0.5,1,0.005,0.01,1035096,57007200,3,3,12,24420000,0,0.4,0.4,0.4,1,0.428366943123,0.538879299457,0.538879299457,0.924889234379,1,54.0733716286,14520000,0,"1-2(score=132478,gain=132478);4-5(score=109036,gain=109036);6-7(score=96268,gain=96268)","0-1(score=85024.6,gain=85024.6);6-7(score=82850.6,gain=82850.6);2-3(score=73219.2,gain=73219.2);4-5(score=64700.2,gain=64700.2)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","1-2(score=132478,gain=132478);0-1(score=120732,gain=120732);4-5(score=109036,gain=109036);5-6(score=107856,gain=107856);2-3(score=104316,gain=104316);6-7(score=96268,gain=96268);3-4(score=96106,gain=96106);0-4(score=95944,gain=95944)","0-1(score=85024.5950057,gain=85024.5950057);6-7(score=82850.6014631,gain=82850.6014631);2-3(score=73219.1992743,gain=73219.1992743);4-5(score=64700.1807079,gain=64700.1807079);0-4(score=64430.9277168,gain=64430.9277168);1-2(score=39772.3832224,gain=39772.3832224);1-5(score=37713.1636486,gain=37713.1636486);3-4(score=33478.4440429,gain=33478.4440429)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,ocs-volume,1401,0.5,2,0.01,0.015,10240088,57007200,3,3,12,24420000,0,1,0.4,0.4,0.4,0.428366943123,0.428366943123,0.538879299457,0.936930567701,0.777777777778,4.56705350511,14520000,14520000,"6-7(score=1.96521e+06,gain=1.96521e+06);1-2(score=1.94757e+06,gain=1.94757e+06);4-5(score=1.50637e+06,gain=1.50637e+06)","6-7(score=1.65217e+06,gain=1.65217e+06);1-2(score=1.39026e+06,gain=1.39026e+06);4-5(score=1.09922e+06,gain=1.09922e+06)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","6-7(score=1965208,gain=1965208);1-2(score=1947572,gain=1947572);4-5(score=1506368,gain=1506368);1-5(score=817988,gain=817988);0-1(score=769160,gain=769160);5-6(score=716800,gain=716800);3-4(score=709436,gain=709436);2-3(score=701186,gain=701186)","6-7(score=1652167.64132,gain=1652167.64132);1-2(score=1390260.86983,gain=1390260.86983);4-5(score=1099220.40509,gain=1099220.40509);0-1(score=545614.008661,gain=545614.008661);3-4(score=520583.026122,gain=520583.026122);2-3(score=239388.245301,gain=239388.245301);0-4(score=176331.07633,gain=176331.07633);1-5(score=146553.996156,gain=146553.996156)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,ocs-volume,1401,0.5,3,0.015,0.02,7543344,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.928867016427,0.777777777778,6.55726929186,0,0,"2-3(score=946590,gain=946590);6-7(score=838094,gain=838094);0-1(score=810796,gain=810796);4-5(score=793200,gain=793200)","6-7(score=729039,gain=729039);2-3(score=699625,gain=699625);0-1(score=583822,gain=583822);4-5(score=453782,gain=453782)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=946590,gain=946590);1-2(score=883752,gain=883752);6-7(score=838094,gain=838094);0-1(score=810796,gain=810796);1-5(score=802490,gain=802490);5-6(score=800976,gain=800976);4-5(score=793200,gain=793200);3-4(score=782842,gain=782842)","6-7(score=729038.533483,gain=729038.533483);2-3(score=699624.708426,gain=699624.708426);0-1(score=583821.525218,gain=583821.525218);4-5(score=453782.374633,gain=453782.374633);1-5(score=405811.413202,gain=405811.413202);0-4(score=366335.523778,gain=366335.523778);3-4(score=268959.275531,gain=268959.275531);1-2(score=263585.752757,gain=263585.752757)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,ocs-volume,1401,0.5,4,0.02,0.025,12896344,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.794249038757,0.777777777778,3.42041081043,0,0,"2-3(score=3.51058e+06,gain=3.51058e+06);0-1(score=2.82662e+06,gain=2.82662e+06);6-7(score=1.90496e+06,gain=1.90496e+06);4-5(score=946474,gain=946474)","2-3(score=2.78458e+06,gain=2.78458e+06);0-1(score=2.29814e+06,gain=2.29814e+06);6-7(score=1.67207e+06,gain=1.67207e+06);4-5(score=734827,gain=734827)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=3510582,gain=3510582);0-1(score=2826624,gain=2826624);6-7(score=1904960,gain=1904960);4-5(score=946474,gain=946474);5-6(score=748776,gain=748776);3-4(score=710252,gain=710252);1-5(score=709126,gain=709126);0-4(score=613694,gain=613694)","2-3(score=2784582.8971,gain=2784582.8971);0-1(score=2298140.58644,gain=2298140.58644);6-7(score=1672074.95515,gain=1672074.95515);4-5(score=734827.065104,gain=734827.065104);5-6(score=227418.191552,gain=227418.191552);1-5(score=169889.252403,gain=169889.252403);3-4(score=169355.018506,gain=169355.018506);0-4(score=155428.760971,gain=155428.760971)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,ocs-volume,1401,0.5,5,0.025,0.03,11364442,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.833634944456,1,4.01627160463,0,0,"2-3(score=3.15606e+06,gain=3.15606e+06);6-7(score=1.68873e+06,gain=1.68873e+06);0-1(score=1.67045e+06,gain=1.67045e+06);4-5(score=935966,gain=935966)","2-3(score=2.3544e+06,gain=2.3544e+06);6-7(score=1.46781e+06,gain=1.46781e+06);0-1(score=1.37514e+06,gain=1.37514e+06);4-5(score=736244,gain=736244)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=3156064,gain=3156064);6-7(score=1688728,gain=1688728);0-1(score=1670452,gain=1670452);4-5(score=935966,gain=935966);1-2(score=900072,gain=900072);3-4(score=747862,gain=747862);5-6(score=673448,gain=673448);0-4(score=617540,gain=617540)","2-3(score=2354396.28769,gain=2354396.28769);6-7(score=1467808.35079,gain=1467808.35079);0-1(score=1375141.18038,gain=1375141.18038);4-5(score=736244.025728,gain=736244.025728);5-6(score=207702.366039,gain=207702.366039);0-4(score=192936.957492,gain=192936.957492);3-4(score=176288.86388,gain=176288.86388);1-2(score=148828.494506,gain=148828.494506)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,ocs-volume,1401,0.5,6,0.03,0.035,10471684,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.866184340153,1,4.4439305091,0,0,"2-3(score=2.58118e+06,gain=2.58118e+06);0-1(score=1.59952e+06,gain=1.59952e+06);6-7(score=1.4041e+06,gain=1.4041e+06);4-5(score=980606,gain=980606)","2-3(score=1.95304e+06,gain=1.95304e+06);0-1(score=1.29255e+06,gain=1.29255e+06);6-7(score=1.22412e+06,gain=1.22412e+06);4-5(score=744135,gain=744135)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=2581182,gain=2581182);0-1(score=1599518,gain=1599518);6-7(score=1404100,gain=1404100);4-5(score=980606,gain=980606);1-2(score=830432,gain=830432);3-4(score=713208,gain=713208);5-6(score=698752,gain=698752);0-4(score=634762,gain=634762)","2-3(score=1953041.91341,gain=1953041.91341);0-1(score=1292548.70572,gain=1292548.70572);6-7(score=1224123.72979,gain=1224123.72979);4-5(score=744135.440383,gain=744135.440383);5-6(score=213068.297302,gain=213068.297302);0-4(score=193172.448986,gain=193172.448986);3-4(score=173461.59691,gain=173461.59691);1-2(score=140897.330913,gain=140897.330913)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,ocs-volume,1401,0.5,7,0.035,0.04,9718116,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.806163302773,0.777777777778,4.86606626334,0,0,"2-3(score=2.72824e+06,gain=2.72824e+06);6-7(score=1.62005e+06,gain=1.62005e+06);0-1(score=940108,gain=940108);4-5(score=527042,gain=527042)","2-3(score=2.01244e+06,gain=2.01244e+06);6-7(score=1.37596e+06,gain=1.37596e+06);0-1(score=761613,gain=761613);4-5(score=359863,gain=359863)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=2728244,gain=2728244);6-7(score=1620052,gain=1620052);0-1(score=940108,gain=940108);1-2(score=760132,gain=760132);5-6(score=717012,gain=717012);3-4(score=681848,gain=681848);0-4(score=600230,gain=600230);2-6(score=591414,gain=591414)","2-3(score=2012443.7749,gain=2012443.7749);6-7(score=1375957.02105,gain=1375957.02105);0-1(score=761613.360267,gain=761613.360267);0-4(score=456855.693573,gain=456855.693573);4-5(score=359862.542451,gain=359862.542451);1-5(score=343903.005057,gain=343903.005057);5-6(score=223196.743708,gain=223196.743708);3-4(score=182218.710851,gain=182218.710851)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
cross-community-distractor-replay,ocs-volume,1401,0.5,8,0.04,0.045,10790056,57007200,4,4,16,30720000,0,1,1,1,1,0.538879299457,0.538879299457,0.538879299457,0.859125682335,1,4.28330185687,0,0,"2-3(score=2.71033e+06,gain=2.71033e+06);6-7(score=1.88747e+06,gain=1.88747e+06);4-5(score=1.28322e+06,gain=1.28322e+06);0-1(score=1.01099e+06,gain=1.01099e+06)","2-3(score=2.05444e+06,gain=2.05444e+06);6-7(score=1.61632e+06,gain=1.61632e+06);4-5(score=984196,gain=984196);0-1(score=836003,gain=836003)","6-7(score=9.9e+06,gain=9.9e+06);0-1(score=8.22e+06,gain=8.22e+06);2-3(score=6.3e+06,gain=6.3e+06);4-5(score=6.3e+06,gain=6.3e+06)","2-3(score=2710332,gain=2710332);6-7(score=1887470,gain=1887470);4-5(score=1283218,gain=1283218);0-1(score=1010986,gain=1010986);1-2(score=834400,gain=834400);3-4(score=749038,gain=749038);5-6(score=665798,gain=665798);0-4(score=592702,gain=592702)","2-3(score=2054439.49329,gain=2054439.49329);6-7(score=1616324.70905,gain=1616324.70905);4-5(score=984196.208474,gain=984196.208474);0-1(score=836003.145036,gain=836003.145036);0-4(score=397632.871299,gain=397632.871299);1-5(score=241048.490862,gain=241048.490862);1-2(score=193979.039941,gain=193979.039941);3-4(score=164123.869603,gain=164123.869603)","6-7(score=9900000,gain=9900000);0-1(score=8220000,gain=8220000);1-2(score=8220000,gain=8220000);2-3(score=6300000,gain=6300000);4-5(score=6300000,gain=6300000);3-4(score=4435200,gain=4435200);5-6(score=4032000,gain=4032000);0-4(score=3480000,gain=3480000)"
