schema_version,experiment,scheme,traffic_pattern,run_id,random_seed,num_tors,servers_per_tor,status,total_flows,completed_flows,avg_receiver_throughput_bps,avg_fct_s,p90_fct_s,p95_fct_s,avg_network_link_utilization,observed_matrix_bytes,final_algorithm_candidate_edges,final_algorithm_selected_edges,final_ocs_active_edges,ocs_assigned_flows,eps_path_flows,waiting_flows,retried_flows,interrupted_flows,residual_flows,timeline_cycles,scheduling_round_count,non_empty_scheduling_rounds,cumulative_selected_edge_count,avg_selected_edge_count,max_selected_edge_count,avg_active_edge_count,max_active_edge_count,total_active_lightpath_seconds,ocs_reconfiguration_count,ocs_flow_hit_rate,ocs_byte_hit_rate,eps_avg_link_utilization,eps_max_link_utilization,ocs_avg_link_utilization,ocs_max_link_utilization,offered_load_factor,actual_offered_bps,actual_cross_tor_offered_bps,actual_received_bps,normalized_access_load,normalized_eps_load,max_tor_offered_load_eps,max_tor_offered_load_hybrid
tl-hoc-v3,v2-mechanism-tl-hoc-cooperative-routing-probe,tl-hoc,cooperative-routing-probe,1,1,6,2,scheme_tl-hoc_finite_multi_cycle_ok,7,7,608000000,0.003903466,0.012288381,0.012288381,0.000896335666667,13081512,0,0,0,7,0,1,1,0,0,5,5,2,4,0.8,3,0.8,3,0.08,3,1,1,6.83462222222e-05,0.000278682666667,0.003380304,0.009073392,0,608000000,608000000,608000000,0.00506666666667,0.00202666666667,0.00808,0.001616
